name,sex,bib_display,label,place,placeChange,isFinish,distance,time,time_sec,time_min,splitTime,netTime,waveTime,epochTime,timestamp,flag_finished,last_distance,last_time
T-Roy Brown,M,501,1M,,,,1.0,00:04:59.63,299.63,4.993833333333333,00:04:59.63,00:04:59.63,00:04:59.63,1706973298.32,1706955298.32,0,12.0,66.2135
Collin Buck,M,535,1M,1,,,1.0,00:04:59.63,299.63,4.993833333333333,00:04:59.63,00:04:59.63,00:04:59.63,1706973298.32,1706955298.32,0,13.0,67.34016666666666
Chad Beyer,M,507,1M,2,,,1.0,00:04:59.78,299.78,4.996333333333333,00:04:59.78,00:04:59.78,00:04:59.78,1706973298.47,1706955298.47,1,26.2,148.96966666666668
Elkanah Kibet,M,418,1M,3,,,1.0,00:04:59.93,299.93,4.998833333333334,00:04:59.93,00:04:59.93,00:04:59.93,1706973298.62,1706955298.62,1,26.2,130.02583333333334
Sydney Gidabuday,M,447,1M,4,,,1.0,00:04:59.98,299.98,4.999666666666667,00:04:59.98,00:04:59.98,00:04:59.98,1706973298.67,1706955298.67,1,26.2,135.843
Reed Fischer,M,420,1M,5,,,1.0,00:05:00.05,300.05,5.0008333333333335,00:05:00.05,00:05:00.05,00:05:00.05,1706973298.74,1706955298.74,1,26.2,131.5625
Jacob Thomson,M,425,1M,,,,1.0,00:05:00.06,300.06,5.001,00:05:00.06,00:05:00.06,00:05:00.06,1706973298.75,1706955298.75,0,16.0,81.13516666666666
Abdi Abdirahman,M,403,1M,,,,1.0,00:05:00.07,300.07,5.001166666666666,00:05:00.07,00:05:00.07,00:05:00.07,1706973298.76,1706955298.76,0,8.0,40.0955
Clayton Young,M,405,1M,6,,,1.0,00:05:00.16,300.16,5.002666666666667,00:05:00.16,00:05:00.16,00:05:00.16,1706973298.85,1706955298.85,1,26.2,129.0885
Paul Chelimo,M,605,1M,7,,,1.0,00:05:00.21,300.21,5.0035,00:05:00.21,00:05:00.21,00:05:00.21,1706973298.90,1706955298.90,0,17.0,84.523
Kevin Salvano,M,423,1M,8,,,1.0,00:05:00.24,300.24,5.0040000000000004,00:05:00.24,00:05:00.24,00:05:00.24,1706973298.93,1706955298.93,1,26.2,143.20733333333334
Ian Butler,M,614,1M,,,,1.0,00:05:00.28,300.28,5.004666666666666,00:05:00.28,00:05:00.28,00:05:00.28,1706973298.97,1706955298.97,0,13.0,66.06516666666667
Brian Shrader,M,411,1M,9,,,1.0,00:05:00.29,300.29,5.004833333333334,00:05:00.29,00:05:00.29,00:05:00.29,1706973298.98,1706955298.98,0,17.0,86.18483333333333
Scott Fauble,M,407,1M,,,,1.0,00:05:00.33,300.33,5.0055,00:05:00.33,00:05:00.33,00:05:00.33,1706973299.02,1706955299.02,0,10.0,49.99333333333333
John Flavin,M,435,1M,,,,1.0,00:05:00.39,300.39,5.0065,00:05:00.39,00:05:00.39,00:05:00.39,1706973299.08,1706955299.08,0,21.0,106.48166666666665
Galen Rupp,M,401,1M,10,,,1.0,00:05:00.42,300.42,5.007000000000001,00:05:00.42,00:05:00.42,00:05:00.42,1706973299.11,1706955299.11,1,26.2,134.11350000000002
Joel Reichow,M,417,1M,11,,,1.0,00:05:00.53,300.53,5.008833333333333,00:05:00.53,00:05:00.53,00:05:00.53,1706973299.22,1706955299.22,1,26.2,136.605
Teshome Mekonen,M,414,1M,,,,1.0,00:05:00.63,300.63,5.0104999999999995,00:05:00.63,00:05:00.63,00:05:00.63,1706973299.32,1706955299.32,0,19.0,93.1905
Frank Lara,M,424,1M,12,,,1.0,00:05:00.67,300.67,5.011166666666667,00:05:00.67,00:05:00.67,00:05:00.67,1706973299.36,1706955299.36,1,26.2,134.91366666666667
Nicolas Montanez,M,413,1M,13,,,1.0,00:05:00.69,300.69,5.0115,00:05:00.69,00:05:00.69,00:05:00.69,1706973299.38,1706955299.38,1,26.2,139.13633333333334
Joshua Kalapos,M,602,1M,14,,,1.0,00:05:00.77,300.77,5.012833333333333,00:05:00.77,00:05:00.77,00:05:00.77,1706973299.46,1706955299.46,1,26.2,134.4195
Michael Iacofano,M,612,1M,15,,,1.0,00:05:00.78,300.78,5.013,00:05:00.78,00:05:00.78,00:05:00.78,1706973299.47,1706955299.47,0,22.0,120.14266666666667
Awet Beraki,M,606,1M,16,,,1.0,00:05:00.79,300.79,5.013166666666667,00:05:00.79,00:05:00.79,00:05:00.79,1706973299.48,1706955299.48,1,26.2,139.5186666666667
Conner Mantz,M,404,1M,17,,,1.0,00:05:00.81,300.81,5.0135,00:05:00.81,00:05:00.81,00:05:00.81,1706973299.50,1706955299.50,1,26.2,129.06866666666667
Sam Chelanga,M,406,1M,,,,1.0,00:05:00.83,300.83,5.013833333333333,00:05:00.83,00:05:00.83,00:05:00.83,1706973299.52,1706955299.52,0,18.0,96.9195
Leonard Korir,M,409,1M,18,,,1.0,00:05:00.87,300.87,5.0145,00:05:00.87,00:05:00.87,00:05:00.87,1706973299.56,1706955299.56,1,26.2,129.9425
Nadir Yusuf,M,461,1M,19,,,1.0,00:05:01.03,301.03,5.017166666666666,00:05:01.03,00:05:01.03,00:05:01.03,1706973299.72,1706955299.72,1,26.2,136.2485
Aaron Gruen,M,478,1M,,,,1.0,00:05:01.06,301.06,5.017666666666667,00:05:01.06,00:05:01.06,00:05:01.06,1706973299.75,1706955299.75,0,18.0,92.631
Daniel Mesfun,M,432,1M,20,,,1.0,00:05:01.08,301.08,5.018,00:05:01.08,00:05:01.08,00:05:01.08,1706973299.77,1706955299.77,1,26.2,134.05433333333335
Matthew McDonald,M,412,1M,21,,,1.0,00:05:01.12,301.12,5.018666666666666,00:05:01.12,00:05:01.12,00:05:01.12,1706973299.81,1706955299.81,1,26.2,140.749
Connor Winter,M,471,1M,22,,,1.0,00:05:01.18,301.18,5.019666666666667,00:05:01.18,00:05:01.18,00:05:01.18,1706973299.87,1706955299.87,1,26.2,133.0445
Wesley Robinson,M,482,1M,23,,,1.0,00:05:01.20,301.2,5.02,00:05:01.20,00:05:01.20,00:05:01.20,1706973299.89,1706955299.89,1,26.2,138.821
Ben Olson,M,469,1M,,,,1.0,00:05:01.20,301.2,5.02,00:05:01.20,00:05:01.20,00:05:01.20,1706973299.89,1706955299.89,0,18.0,94.911
Colin Mickow,M,444,1M,24,,,1.0,00:05:01.37,301.37,5.022833333333334,00:05:01.37,00:05:01.37,00:05:01.37,1706973300.06,1706955300.06,1,26.2,134.97316666666669
Weston Strum,M,562,1M,25,,,1.0,00:05:01.39,301.39,5.023166666666667,00:05:01.39,00:05:01.39,00:05:01.39,1706973300.08,1706955300.08,0,19.0,100.61366666666666
Colin Bennie,M,428,1M,26,,,1.0,00:05:01.45,301.45,5.024166666666667,00:05:01.45,00:05:01.45,00:05:01.45,1706973300.14,1706955300.14,1,26.2,132.27
Biya Simbassa,M,416,1M,27,,,1.0,00:05:01.45,301.45,5.024166666666667,00:05:01.45,00:05:01.45,00:05:01.45,1706973300.14,1706955300.14,1,26.2,132.34833333333333
Aaron Davidson,M,490,1M,28,,,1.0,00:05:01.46,301.46,5.024333333333333,00:05:01.46,00:05:01.46,00:05:01.46,1706973300.15,1706955300.15,0,13.0,69.29683333333334
Zachery Panning,M,408,1M,29,,,1.0,00:05:01.49,301.49,5.0248333333333335,00:05:01.49,00:05:01.49,00:05:01.49,1706973300.18,1706955300.18,1,26.2,130.82533333333333
Shadrack Kipchirchir,M,434,1M,30,,,1.0,00:05:01.49,301.49,5.0248333333333335,00:05:01.49,00:05:01.49,00:05:01.49,1706973300.18,1706955300.18,1,26.2,140.00516666666667
Habtamu Cheney,M,489,1M,31,,,1.0,00:05:01.54,301.54,5.025666666666667,00:05:01.54,00:05:01.54,00:05:01.54,1706973300.23,1706955300.23,1,26.2,135.71416666666667
Alex Norstrom,M,515,1M,32,,,1.0,00:05:01.59,301.59,5.0264999999999995,00:05:01.59,00:05:01.59,00:05:01.59,1706973300.28,1706955300.28,1,26.2,141.9785
Jonas Hampton,M,436,1M,33,,,1.0,00:05:01.59,301.59,5.0264999999999995,00:05:01.59,00:05:01.59,00:05:01.59,1706973300.28,1706955300.28,0,18.0,94.80866666666667
Turner Wiley,M,427,1M,34,,,1.0,00:05:01.60,301.6,5.026666666666667,00:05:01.60,00:05:01.60,00:05:01.60,1706973300.29,1706955300.29,1,26.2,136.686
Donald Cowart,M,613,1M,35,,,1.0,00:05:01.62,301.62,5.027,00:05:01.62,00:05:01.62,00:05:01.62,1706973300.31,1706955300.31,1,26.2,145.54366666666667
Jerod Broadbooks,M,452,1M,36,,,1.0,00:05:01.62,301.62,5.027,00:05:01.62,00:05:01.62,00:05:01.62,1706973300.31,1706955300.31,1,26.2,136.32266666666666
Futsum Zienasellassie,M,410,1M,37,,,1.0,00:05:01.62,301.62,5.027,00:05:01.62,00:05:01.62,00:05:01.62,1706973300.31,1706955300.31,1,26.2,133.95516666666668
CJ Albertson,M,415,1M,38,,,1.0,00:05:01.75,301.75,5.029166666666667,00:05:01.75,00:05:01.75,00:05:01.75,1706973300.44,1706955300.44,1,26.2,130.11466666666666
Emilio de la Torre,M,576,1M,39,,,1.0,00:05:01.83,301.83,5.0305,00:05:01.83,00:05:01.83,00:05:01.83,1706973300.52,1706955300.52,0,14.0,73.34750000000001
Kevin Lynch,M,433,1M,40,,,1.0,00:05:01.97,301.97,5.0328333333333335,00:05:01.97,00:05:01.97,00:05:01.97,1706973300.66,1706955300.66,0,16.0,85.50266666666667
Nathan Martin,M,419,1M,41,,,1.0,00:05:01.97,301.97,5.0328333333333335,00:05:01.97,00:05:01.97,00:05:01.97,1706973300.66,1706955300.66,1,26.2,130.98833333333334
Andrew Colley,M,421,1M,,,,1.0,00:05:01.99,301.99,5.033166666666667,00:05:01.99,00:05:01.99,00:05:01.99,1706973300.68,1706955300.68,0,19.0,92.61833333333334
Shadrack Biwott,M,580,1M,,,,1.0,00:05:02.12,302.12,5.035333333333333,00:05:02.12,00:05:02.12,00:05:02.12,1706973300.81,1706955300.81,0,15.0,76.35
John Raneri,M,431,1M,,,,1.0,00:05:02.24,302.24,5.037333333333334,00:05:02.24,00:05:02.24,00:05:02.24,1706973300.93,1706955300.93,0,21.0,120.03
Benjamin Kendell,M,467,1M,42,,,1.0,00:05:02.63,302.63,5.043833333333334,00:05:02.63,00:05:02.63,00:05:02.63,1706973301.32,1706955301.32,1,26.2,137.3685
Steven Martinez,M,446,1M,43,,,1.0,00:05:02.66,302.66,5.044333333333333,00:05:02.66,00:05:02.66,00:05:02.66,1706973301.35,1706955301.35,0,18.0,94.869
Abinet Adraro,M,470,1M,,,,1.0,00:05:02.85,302.85,5.0475,00:05:02.85,00:05:02.85,00:05:02.85,1706973301.54,1706955301.54,0,15.0,77.48683333333334
Wilkerson Given,M,438,1M,44,,,1.0,00:05:03.05,303.05,5.050833333333333,00:05:03.05,00:05:03.05,00:05:03.05,1706973301.74,1706955301.74,1,26.2,136.83966666666666
Tyler Pennel,M,430,1M,45,,,1.0,00:05:03.09,303.09,5.0515,00:05:03.09,00:05:03.09,00:05:03.09,1706973301.78,1706955301.78,0,11.0,54.844
Matthew Llano,M,450,1M,46,,,1.0,00:05:03.24,303.24,5.054,00:05:03.24,00:05:03.24,00:05:03.24,1706973301.93,1706955301.93,1,26.2,140.95333333333335
Tyler McCandless,M,458,1M,47,,,1.0,00:05:03.73,303.73,5.062166666666667,00:05:03.73,00:05:03.73,00:05:03.73,1706973302.42,1706955302.42,1,26.2,143.93633333333335
Aidan Reed,M,608,1M,48,,,1.0,00:05:03.83,303.83,5.063833333333333,00:05:03.83,00:05:03.83,00:05:03.83,1706973302.52,1706955302.52,1,26.2,140.47183333333334
Josh Izewski,M,422,1M,49,,,1.0,00:05:03.83,303.83,5.063833333333333,00:05:03.83,00:05:03.83,00:05:03.83,1706973302.52,1706955302.52,1,26.2,131.137
Parker Stinson,M,429,1M,,,,1.0,00:05:04.81,304.81,5.080166666666667,00:05:04.81,00:05:04.81,00:05:04.81,1706973303.50,1706955303.50,0,21.0,107.9915
Mason Jones,M,473,1M,50,,,1.0,00:05:05.12,305.12,5.085333333333334,00:05:05.12,00:05:05.12,00:05:05.12,1706973303.81,1706955303.81,1,26.2,141.96450000000002
James Quattlebaum,M,610,1M,51,,,1.0,00:05:05.56,305.56,5.092666666666667,00:05:05.56,00:05:05.56,00:05:05.56,1706973304.25,1706955304.25,0,24.0,129.38299999999998
Kevin Lewis,M,439,1M,52,,,1.0,00:05:05.58,305.58,5.093,00:05:05.58,00:05:05.58,00:05:05.58,1706973304.27,1706955304.27,1,26.2,156.5618333333333
Afewerki Zeru,M,607,1M,53,,,1.0,00:05:05.76,305.76,5.096,00:05:05.76,00:05:05.76,00:05:05.76,1706973304.45,1706955304.45,1,26.2,140.594
Nicholas Hauger,M,481,1M,54,,,1.0,00:05:05.85,305.85,5.0975,00:05:05.85,00:05:05.85,00:05:05.85,1706973304.54,1706955304.54,1,26.2,135.92616666666666
Joseph Trojan,M,609,1M,55,,,1.0,00:05:05.90,305.9,5.098333333333333,00:05:05.90,00:05:05.90,00:05:05.90,1706973304.59,1706955304.59,1,26.2,146.12283333333335
Noah Droddy,M,476,1M,,,,1.0,00:05:06.01,306.01,5.1001666666666665,00:05:06.01,00:05:06.01,00:05:06.01,1706973304.70,1706955304.70,0,14.0,74.81649999999999
Jacob Riley,M,402,1M,56,,,1.0,00:05:06.22,306.22,5.103666666666667,00:05:06.22,00:05:06.22,00:05:06.22,1706973304.91,1706955304.91,0,18.0,94.57966666666667
Chase Weaverling,M,468,1M,57,,,1.0,00:05:06.34,306.34,5.105666666666666,00:05:06.34,00:05:06.34,00:05:06.34,1706973305.03,1706955305.03,1,26.2,137.88533333333334
Reid Buchanan,M,441,1M,58,,,1.0,00:05:06.66,306.66,5.111000000000001,00:05:06.66,00:05:06.66,00:05:06.66,1706973305.35,1706955305.35,0,13.0,69.12216666666667
Dylan Marx,M,593,1M,59,,,1.0,00:05:07.10,307.1,5.118333333333334,00:05:07.10,00:05:07.10,00:05:07.10,1706973305.79,1706955305.79,1,26.2,141.56016666666667
Martin Hehir,M,547,1M,60,,,1.0,00:05:07.38,307.38,5.123,00:05:07.38,00:05:07.38,00:05:07.38,1706973306.07,1706955306.07,1,26.2,140.3563333333333
Kevin Koski,M,477,1M,61,,,1.0,00:05:08.12,308.12,5.1353333333333335,00:05:08.12,00:05:08.12,00:05:08.12,1706973306.81,1706955306.81,1,26.2,140.556
Scott Nelson,M,563,1M,62,,,1.0,00:05:08.31,308.31,5.1385,00:05:08.31,00:05:08.31,00:05:08.31,1706973307.00,1706955307.00,1,26.2,143.07116666666667
Tai Smith,M,551,1M,63,,,1.0,00:05:09.11,309.11,5.151833333333333,00:05:09.11,00:05:09.11,00:05:09.11,1706973307.80,1706955307.80,1,26.2,136.8961666666667
Medhane Woldu,M,573,1M,64,,,1.0,00:05:09.41,309.41,5.156833333333334,00:05:09.41,00:05:09.41,00:05:09.41,1706973308.10,1706955308.10,1,26.2,144.183
Louis Serafini,M,453,1M,65,,,1.0,00:05:09.43,309.43,5.157166666666667,00:05:09.43,00:05:09.43,00:05:09.43,1706973308.12,1706955308.12,1,26.2,137.13916666666668
Jonathan Phillips,M,442,1M,66,,,1.0,00:05:09.57,309.57,5.1594999999999995,00:05:09.57,00:05:09.57,00:05:09.57,1706973308.26,1706955308.26,1,26.2,137.80116666666666
Connor Weaver,M,466,1M,67,,,1.0,00:05:09.71,309.71,5.161833333333333,00:05:09.71,00:05:09.71,00:05:09.71,1706973308.40,1706955308.40,1,26.2,133.91866666666667
Charles Lawrence,M,488,1M,,,,1.0,00:05:09.71,309.71,5.161833333333333,00:05:09.71,00:05:09.71,00:05:09.71,1706973308.40,1706955308.40,0,14.0,73.96033333333334
Spencer Bossi-Johnson,M,527,1M,68,,,1.0,00:05:09.81,309.81,5.1635,00:05:09.81,00:05:09.81,00:05:09.81,1706973308.50,1706955308.50,1,26.2,138.24416666666667
Kevin Havel,M,485,1M,,,,1.0,00:05:09.82,309.82,5.163666666666667,00:05:09.82,00:05:09.82,00:05:09.82,1706973308.51,1706955308.51,0,10.0,53.60366666666666
Jacob Heslington,M,586,1M,69,,,1.0,00:05:09.95,309.95,5.1658333333333335,00:05:09.95,00:05:09.95,00:05:09.95,1706973308.64,1706955308.64,1,26.2,135.19266666666667
Austin Bogina,M,544,1M,70,,,1.0,00:05:09.97,309.97,5.166166666666667,00:05:09.97,00:05:09.97,00:05:09.97,1706973308.66,1706955308.66,1,26.2,144.27349999999998
Pardon Ndhlovu,M,456,1M,71,,,1.0,00:05:10.16,310.16,5.169333333333333,00:05:10.16,00:05:10.16,00:05:10.16,1706973308.85,1706955308.85,1,26.2,153.42133333333334
Eric Vazquez-Olivas,M,525,1M,,,,1.0,00:05:10.16,310.16,5.169333333333333,00:05:10.16,00:05:10.16,00:05:10.16,1706973308.85,1706955308.85,0,11.0,69.95616666666666
William Loevner,M,514,1M,72,,,1.0,00:05:10.19,310.19,5.169833333333333,00:05:10.19,00:05:10.19,00:05:10.19,1706973308.88,1706955308.88,1,26.2,142.165
Tyler Pence,M,505,1M,73,,,1.0,00:05:10.26,310.26,5.171,00:05:10.26,00:05:10.26,00:05:10.26,1706973308.95,1706955308.95,1,26.2,141.8005
Charlie Sweeney,M,437,1M,74,,,1.0,00:05:10.56,310.56,5.176,00:05:10.56,00:05:10.56,00:05:10.56,1706973309.25,1706955309.25,1,26.2,143.24033333333333
Roman Kirkov,M,512,1M,75,,,1.0,00:05:10.62,310.62,5.1770000000000005,00:05:10.62,00:05:10.62,00:05:10.62,1706973309.31,1706955309.31,1,26.2,139.23566666666665
Jackson Neff,M,460,1M,76,,,1.0,00:05:10.79,310.79,5.179833333333334,00:05:10.79,00:05:10.79,00:05:10.79,1706973309.48,1706955309.48,1,26.2,141.76833333333335
Oscar Medina,M,583,1M,77,,,1.0,00:05:10.84,310.84,5.180666666666666,00:05:10.84,00:05:10.84,00:05:10.84,1706973309.53,1706955309.53,1,26.2,142.20566666666667
Will Cross,M,552,1M,,,,1.0,00:05:10.86,310.86,5.181,00:05:10.86,00:05:10.86,00:05:10.86,1706973309.55,1706955309.55,0,15.0,79.34683333333334
Garret Lee,M,518,1M,78,,,1.0,00:05:11.10,311.1,5.1850000000000005,00:05:11.10,00:05:11.10,00:05:11.10,1706973309.79,1706955309.79,1,26.2,136.57250000000002
Evan Landes,M,454,1M,79,,,1.0,00:05:11.14,311.14,5.185666666666666,00:05:11.14,00:05:11.14,00:05:11.14,1706973309.83,1706955309.83,1,26.2,145.45499999999998
Kristoffer Mugrage,M,457,1M,80,,,1.0,00:05:11.37,311.37,5.1895,00:05:11.37,00:05:11.37,00:05:11.37,1706973310.06,1706955310.06,0,22.0,120.07766666666666
Jason Weitzel,M,475,1M,81,,,1.0,00:05:11.60,311.6,5.193333333333333,00:05:11.60,00:05:11.60,00:05:11.60,1706973310.29,1706955310.29,1,26.2,149.42883333333333
Jack Mastandrea,M,567,1M,82,,,1.0,00:05:11.60,311.6,5.193333333333333,00:05:11.60,00:05:11.60,00:05:11.60,1706973310.29,1706955310.29,1,26.2,138.76066666666665
John McGowan,M,575,1M,83,,,1.0,00:05:11.61,311.61,5.1935,00:05:11.61,00:05:11.61,00:05:11.61,1706973310.30,1706955310.30,1,26.2,143.89233333333334
Clint McKelvey,M,498,1M,84,,,1.0,00:05:11.73,311.73,5.1955,00:05:11.73,00:05:11.73,00:05:11.73,1706973310.42,1706955310.42,1,26.2,137.8845
Brian Masterson,M,480,1M,,,,1.0,00:05:11.74,311.74,5.195666666666667,00:05:11.74,00:05:11.74,00:05:11.74,1706973310.43,1706955310.43,0,19.0,99.58133333333333
Cameron Dickson,M,545,1M,85,,,1.0,00:05:11.82,311.82,5.197,00:05:11.82,00:05:11.82,00:05:11.82,1706973310.51,1706955310.51,1,26.2,149.49883333333335
Zach Herriott,M,465,1M,,,,1.0,00:05:11.82,311.82,5.197,00:05:11.82,00:05:11.82,00:05:11.82,1706973310.51,1706955310.51,0,20.0,104.53133333333334
Owen Ritz,M,592,1M,86,,,1.0,00:05:11.86,311.86,5.197666666666667,00:05:11.86,00:05:11.86,00:05:11.86,1706973310.55,1706955310.55,1,26.2,145.39583333333334
Julian Heninger,M,510,1M,87,,,1.0,00:05:11.92,311.92,5.198666666666667,00:05:11.92,00:05:11.92,00:05:11.92,1706973310.61,1706955310.61,1,26.2,136.74483333333333
Zack Holden,M,516,1M,88,,,1.0,00:05:11.97,311.97,5.1995000000000005,00:05:11.97,00:05:11.97,00:05:11.97,1706973310.66,1706955310.66,1,26.2,137.832
Thomas Slattery,M,464,1M,89,,,1.0,00:05:12.15,312.15,5.2025,00:05:12.15,00:05:12.15,00:05:12.15,1706973310.84,1706955310.84,1,26.2,147.28699999999998
Malcolm Richards,M,492,1M,90,,,1.0,00:05:12.43,312.43,5.207166666666667,00:05:12.43,00:05:12.43,00:05:12.43,1706973311.12,1706955311.12,1,26.2,138.5205
Zachary Hine,M,533,1M,91,,,1.0,00:05:12.60,312.6,5.21,00:05:12.60,00:05:12.60,00:05:12.60,1706973311.29,1706955311.29,1,26.2,148.11666666666667
Dominic Hockenbury,M,540,1M,92,,,1.0,00:05:12.63,312.63,5.2105,00:05:12.63,00:05:12.63,00:05:12.63,1706973311.32,1706955311.32,1,26.2,141.2485
Caleb Kerr,M,449,1M,93,,,1.0,00:05:12.77,312.77,5.212833333333333,00:05:12.77,00:05:12.77,00:05:12.77,1706973311.46,1706955311.46,1,26.2,138.82533333333333
Sem Sultanov,M,534,1M,94,,,1.0,00:05:12.96,312.96,5.215999999999999,00:05:12.96,00:05:12.96,00:05:12.96,1706973311.65,1706955311.65,0,9.0,48.176
Joseph Whelan,M,443,1M,95,,,1.0,00:05:13.17,313.17,5.2195,00:05:13.17,00:05:13.17,00:05:13.17,1706973311.86,1706955311.86,1,26.2,142.6165
Lyle O'Brien,M,615,1M,96,,,1.0,00:05:13.41,313.41,5.2235000000000005,00:05:13.41,00:05:13.41,00:05:13.41,1706973312.10,1706955312.10,1,26.2,134.46866666666668
David Fuentes,M,503,1M,97,,,1.0,00:05:13.97,313.97,5.232833333333334,00:05:13.97,00:05:13.97,00:05:13.97,1706973312.66,1706955312.66,1,26.2,141.61416666666668
Isaac Benz,M,537,1M,98,,,1.0,00:05:14.17,314.17,5.236166666666667,00:05:14.17,00:05:14.17,00:05:14.17,1706973312.86,1706955312.86,0,17.0,93.0705
Ryan Root,M,487,1M,99,,,1.0,00:05:14.28,314.28,5.2379999999999995,00:05:14.28,00:05:14.28,00:05:14.28,1706973312.97,1706955312.97,1,26.2,144.54966666666667
Jonathan Aziz,M,462,1M,100,,,1.0,00:05:14.53,314.53,5.242166666666666,00:05:14.53,00:05:14.53,00:05:14.53,1706973313.22,1706955313.22,1,26.2,137.8311666666667
Jacob Shiohira,M,499,1M,101,,,1.0,00:05:15.11,315.11,5.251833333333334,00:05:15.11,00:05:15.11,00:05:15.11,1706973313.80,1706955313.80,1,26.2,139.41766666666666
Mitch Ammons,M,483,1M,102,,,1.0,00:05:15.31,315.31,5.255166666666667,00:05:15.31,00:05:15.31,00:05:15.31,1706973314.00,1706955314.00,1,26.2,146.03816666666668
Alan Peterson,M,445,1M,103,,,1.0,00:05:15.53,315.53,5.258833333333333,00:05:15.53,00:05:15.53,00:05:15.53,1706973314.22,1706955314.22,1,26.2,136.91199999999998
Jordan Daniel,M,536,1M,104,,,1.0,00:05:15.99,315.99,5.2665,00:05:15.99,00:05:15.99,00:05:15.99,1706973314.68,1706955314.68,1,26.2,142.41266666666667
Michael Duggan,M,600,1M,105,,,1.0,00:05:16.15,316.15,5.269166666666666,00:05:16.15,00:05:16.15,00:05:16.15,1706973314.84,1706955314.84,1,26.2,140.0465
Andrew Bowman,M,493,1M,106,,,1.0,00:05:16.40,316.4,5.2733333333333325,00:05:16.40,00:05:16.40,00:05:16.40,1706973315.09,1706955315.09,0,17.0,90.10166666666667
Tyler Jermann,M,451,1M,107,,,1.0,00:05:16.44,316.44,5.274,00:05:16.44,00:05:16.44,00:05:16.44,1706973315.13,1706955315.13,1,26.2,146.00050000000002
Jake Ritter,M,550,1M,108,,,1.0,00:05:16.64,316.64,5.277333333333333,00:05:16.64,00:05:16.64,00:05:16.64,1706973315.33,1706955315.33,1,26.2,142.95366666666666
Sam Geha,M,561,1M,109,,,1.0,00:05:17.01,317.01,5.2835,00:05:17.01,00:05:17.01,00:05:17.01,1706973315.70,1706955315.70,1,26.2,142.91616666666667
Benjamin Payne,M,543,1M,110,,,1.0,00:05:17.27,317.27,5.287833333333333,00:05:17.27,00:05:17.27,00:05:17.27,1706973315.96,1706955315.96,1,26.2,137.07333333333332
Jason Salyer,M,554,1M,111,,,1.0,00:05:17.53,317.53,5.292166666666666,00:05:17.53,00:05:17.53,00:05:17.53,1706973316.22,1706955316.22,0,17.0,93.45100000000001
Swarnjit Boyal,M,496,1M,112,,,1.0,00:05:17.59,317.59,5.293166666666666,00:05:17.59,00:05:17.59,00:05:17.59,1706973316.28,1706955316.28,1,26.2,152.50466666666668
Matthew Welch,M,549,1M,,,,1.0,00:05:18.00,318.0,5.3,00:05:18.00,00:05:18.00,00:05:18.00,1706973316.69,1706955316.69,0,18.0,98.31416666666668
Sergio Reyes,M,491,1M,,,,1.0,00:05:18.36,318.36,5.306,00:05:18.36,00:05:18.36,00:05:18.36,1706973317.05,1706955317.05,0,18.0,100.91566666666667
Henry Sterling,M,546,1M,113,,,1.0,00:05:18.44,318.44,5.307333333333333,00:05:18.44,00:05:18.44,00:05:18.44,1706973317.13,1706955317.13,1,26.2,147.2275
Edward Mulder,M,459,1M,114,,,1.0,00:05:18.82,318.82,5.313666666666666,00:05:18.82,00:05:18.82,00:05:18.82,1706973317.51,1706955317.51,1,26.2,144.71616666666665
Adam Sjolund,M,522,1M,115,,,1.0,00:05:18.83,318.83,5.313833333333333,00:05:18.83,00:05:18.83,00:05:18.83,1706973317.52,1706955317.52,1,26.2,153.9495
William Norris,M,463,1M,116,,,1.0,00:05:19.05,319.05,5.3175,00:05:19.05,00:05:19.05,00:05:19.05,1706973317.74,1706955317.74,1,26.2,140.6465
Noah Gade,M,578,1M,,,,1.0,00:05:19.33,319.33,5.322166666666666,00:05:19.33,00:05:19.33,00:05:19.33,1706973318.02,1706955318.02,0,12.0,64.7105
Phillip Reid,M,506,1M,117,,,1.0,00:05:19.33,319.33,5.322166666666666,00:05:19.33,00:05:19.33,00:05:19.33,1706973318.02,1706955318.02,1,26.2,145.67616666666666
Connor Rockett,M,508,1M,118,,,1.0,00:05:19.66,319.66,5.327666666666667,00:05:19.66,00:05:19.66,00:05:19.66,1706973318.35,1706955318.35,1,26.2,147.38566666666665
Dylan Belles,M,577,1M,119,,,1.0,00:05:19.90,319.9,5.331666666666666,00:05:19.90,00:05:19.90,00:05:19.90,1706973318.59,1706955318.59,1,26.2,145.97400000000002
Nick Wolk,M,570,1M,120,,,1.0,00:05:20.01,320.01,5.3335,00:05:20.01,00:05:20.01,00:05:20.01,1706973318.70,1706955318.70,1,26.2,140.87583333333333
Bradley Taylor,M,579,1M,,,,1.0,00:05:20.09,320.09,5.334833333333333,00:05:20.09,00:05:20.09,00:05:20.09,1706973318.78,1706955318.78,0,12.0,66.49216666666668
Erik Linden,M,603,1M,121,,,1.0,00:05:20.21,320.21,5.336833333333333,00:05:20.21,00:05:20.21,00:05:20.21,1706973318.90,1706955318.90,1,26.2,144.96916666666667
Riley Cook,M,559,1M,122,,,1.0,00:05:20.67,320.67,5.3445,00:05:20.67,00:05:20.67,00:05:20.67,1706973319.36,1706955319.36,1,26.2,142.88216666666668
