time_min,distance,name,gender
125.0,21.672689192258193,Amber Zimmerman,F
130.0,22.427531319826265,Amber Zimmerman,F
135.0,23.17912602030659,Amber Zimmerman,F
140.0,23.92569181763886,Amber Zimmerman,F
145.0,24.713391607468242,Amber Zimmerman,F
150.0,25.47198461803929,Amber Zimmerman,F
155.0,26.2,Amber Zimmerman,F
160.0,26.2,Amber Zimmerman,F
165.0,26.2,Amber Zimmerman,F
170.0,26.2,Amber Zimmerman,F
175.0,26.2,Amber Zimmerman,F
180.0,26.2,Amber Zimmerman,F
0.0,0.0,Amelia Keyser-Gibson,F
5.0,0.8457136413610351,Amelia Keyser-Gibson,F
10.0,1.7016334353634464,Amelia Keyser-Gibson,F
15.0,2.5541240762239146,Amelia Keyser-Gibson,F
20.0,3.4001516044807545,Amelia Keyser-Gibson,F
25.0,4.240749519002872,Amelia Keyser-Gibson,F
30.0,5.077953132472501,Amelia Keyser-Gibson,F
35.0,5.921906208681463,Amelia Keyser-Gibson,F
40.0,6.769909502262443,Amelia Keyser-Gibson,F
45.0,7.611170123553419,Amelia Keyser-Gibson,F
50.0,8.461745967973368,Amelia Keyser-Gibson,F
55.0,9.315152194629745,Amelia Keyser-Gibson,F
60.0,10.15663430420712,Amelia Keyser-Gibson,F
65.0,11.00087328863598,Amelia Keyser-Gibson,F
70.0,11.845991323454841,Amelia Keyser-Gibson,F
75.0,12.68562405678833,Amelia Keyser-Gibson,F
80.0,13.529300513746966,Amelia Keyser-Gibson,F
85.0,14.376359271289365,Amelia Keyser-Gibson,F
90.0,15.216092330359334,Amelia Keyser-Gibson,F
95.0,16.035723334177856,Amelia Keyser-Gibson,F
100.0,16.88024660079385,Amelia Keyser-Gibson,F
105.0,17.692618099644893,Amelia Keyser-Gibson,F
110.0,18.496617737493647,Amelia Keyser-Gibson,F
115.0,19.2890366307947,Amelia Keyser-Gibson,F
120.0,20.063603972405428,Amelia Keyser-Gibson,F
125.0,20.821696611325905,Amelia Keyser-Gibson,F
130.0,21.577163987623575,Amelia Keyser-Gibson,F
135.0,22.330725836780744,Amelia Keyser-Gibson,F
140.0,23.08140050228985,Amelia Keyser-Gibson,F
145.0,23.820062047569806,Amelia Keyser-Gibson,F
150.0,24.588287143857105,Amelia Keyser-Gibson,F
155.0,25.354472646933296,Amelia Keyser-Gibson,F
160.0,26.110217195733195,Amelia Keyser-Gibson,F
165.0,26.2,Amelia Keyser-Gibson,F
170.0,26.2,Amelia Keyser-Gibson,F
175.0,26.2,Amelia Keyser-Gibson,F
180.0,26.2,Amelia Keyser-Gibson,F
0.0,0.0,Amy Davis,F
5.0,0.8863676653075696,Amy Davis,F
10.0,1.7656099060331958,Amy Davis,F
15.0,2.648741925016961,Amy Davis,F
20.0,3.5346651693362494,Amy Davis,F
25.0,4.4181039540068054,Amy Davis,F
30.0,5.301123062790767,Amy Davis,F
35.0,6.190248821139417,Amy Davis,F
40.0,7.080059391239792,Amy Davis,F
45.0,7.970927988121751,Amy Davis,F
50.0,8.866997281390972,Amy Davis,F
55.0,9.75169917909789,Amy Davis,F
60.0,10.635043590951932,Amy Davis,F
65.0,11.518079378622495,Amy Davis,F
70.0,12.400105754825065,Amy Davis,F
75.0,13.277893820713665,Amy Davis,F
80.0,14.15014106030328,Amy Davis,F
85.0,15.031696232224016,Amy Davis,F
90.0,15.911332649171678,Amy Davis,F
95.0,16.81128387116177,Amy Davis,F
100.0,17.693652603572787,Amy Davis,F
105.0,18.56656122123226,Amy Davis,F
110.0,19.435190802207007,Amy Davis,F
115.0,20.295684165841234,Amy Davis,F
120.0,21.141282122133184,Amy Davis,F
125.0,21.97024039789997,Amy Davis,F
130.0,22.778106588469505,Amy Davis,F
135.0,23.512076839775887,Amy Davis,F
140.0,24.24077679985461,Amy Davis,F
145.0,25.018564386786668,Amy Davis,F
150.0,25.754273242268923,Amy Davis,F
155.0,26.2,Amy Davis,F
160.0,26.2,Amy Davis,F
165.0,26.2,Amy Davis,F
170.0,26.2,Amy Davis,F
175.0,26.2,Amy Davis,F
180.0,26.2,Amy Davis,F
0.0,0.0,Andrea Pomaranski,F
5.0,0.8664009703690868,Andrea Pomaranski,F
10.0,1.7311549100968189,Andrea Pomaranski,F
15.0,2.609249270492528,Andrea Pomaranski,F
20.0,3.49611828849117,Andrea Pomaranski,F
25.0,4.379626654202331,Andrea Pomaranski,F
30.0,5.258083514930208,Andrea Pomaranski,F
35.0,6.1407197025151525,Andrea Pomaranski,F
40.0,7.019072932792009,Andrea Pomaranski,F
45.0,7.895317930893477,Andrea Pomaranski,F
50.0,8.786050110099387,Andrea Pomaranski,F
55.0,9.658772563176894,Andrea Pomaranski,F
60.0,10.525714781301495,Andrea Pomaranski,F
65.0,11.38605060631017,Andrea Pomaranski,F
70.0,12.235012057652403,Andrea Pomaranski,F
75.0,13.07596457407873,Andrea Pomaranski,F
80.0,13.914117285502753,Andrea Pomaranski,F
85.0,14.755012197515633,Andrea Pomaranski,F
90.0,15.587132403700124,Andrea Pomaranski,F
95.0,16.431694302599116,Andrea Pomaranski,F
100.0,17.28036097507291,Andrea Pomaranski,F
105.0,18.106240672157426,Andrea Pomaranski,F
110.0,18.93538223426013,Andrea Pomaranski,F
115.0,19.761409303605834,Andrea Pomaranski,F
120.0,20.573194325021497,Andrea Pomaranski,F
125.0,21.37959501976497,Andrea Pomaranski,F
130.0,22.189244551264544,Andrea Pomaranski,F
135.0,23.00846341922136,Andrea Pomaranski,F
140.0,23.814503345065688,Andrea Pomaranski,F
145.0,24.637131034482756,Andrea Pomaranski,F
150.0,25.456741588265594,Andrea Pomaranski,F
155.0,26.2,Andrea Pomaranski,F
160.0,26.2,Andrea Pomaranski,F
165.0,26.2,Andrea Pomaranski,F
170.0,26.2,Andrea Pomaranski,F
175.0,26.2,Andrea Pomaranski,F
180.0,26.2,Andrea Pomaranski,F
0.0,0.0,Ann Marie Pierce,F
5.0,0.8322237017310253,Ann Marie Pierce,F
10.0,1.6706801444852015,Ann Marie Pierce,F
15.0,2.5229221021244874,Ann Marie Pierce,F
20.0,3.3741563278908897,Ann Marie Pierce,F
25.0,4.214249720044793,Ann Marie Pierce,F
30.0,5.054112311740663,Ann Marie Pierce,F
35.0,5.893930910923241,Ann Marie Pierce,F
40.0,6.737610806247362,Ann Marie Pierce,F
45.0,7.578754373687895,Ann Marie Pierce,F
50.0,8.427110412798172,Ann Marie Pierce,F
55.0,9.27646977067408,Ann Marie Pierce,F
60.0,10.110677555115807,Ann Marie Pierce,F
65.0,10.946821260347278,Ann Marie Pierce,F
70.0,11.78130997079683,Ann Marie Pierce,F
75.0,12.60906289550432,Ann Marie Pierce,F
80.0,13.430295928933457,Ann Marie Pierce,F
85.0,14.249465020576132,Ann Marie Pierce,F
90.0,15.072599917593736,Ann Marie Pierce,F
95.0,15.896662546353523,Ann Marie Pierce,F
100.0,16.72689494680851,Ann Marie Pierce,F
105.0,17.537435295373285,Ann Marie Pierce,F
110.0,18.33341231603612,Ann Marie Pierce,F
115.0,19.122267206477733,Ann Marie Pierce,F
120.0,19.905863915371555,Ann Marie Pierce,F
125.0,20.671824891829985,Ann Marie Pierce,F
130.0,21.42945370556337,Ann Marie Pierce,F
135.0,22.17456622429144,Ann Marie Pierce,F
140.0,22.89452590654923,Ann Marie Pierce,F
145.0,23.61209122203098,Ann Marie Pierce,F
150.0,24.340797743356262,Ann Marie Pierce,F
155.0,25.07735888164713,Ann Marie Pierce,F
160.0,25.768268810022796,Ann Marie Pierce,F
165.0,26.2,Ann Marie Pierce,F
170.0,26.2,Ann Marie Pierce,F
175.0,26.2,Ann Marie Pierce,F
180.0,26.2,Ann Marie Pierce,F
0.0,0.0,Ann Marie Tuxbury,F
5.0,0.8583199816891738,Ann Marie Tuxbury,F
10.0,1.7160663236134932,Ann Marie Tuxbury,F
15.0,2.5750143266475645,Ann Marie Tuxbury,F
20.0,3.4325557520104946,Ann Marie Tuxbury,F
25.0,4.284387140363719,Ann Marie Tuxbury,F
30.0,5.12986276511285,Ann Marie Tuxbury,F
35.0,5.980492230917545,Ann Marie Tuxbury,F
40.0,6.823926242410614,Ann Marie Tuxbury,F
45.0,7.6637027095042365,Ann Marie Tuxbury,F
50.0,8.494075927096793,Ann Marie Tuxbury,F
55.0,9.30613268565696,Ann Marie Tuxbury,F
60.0,10.100296815974097,Ann Marie Tuxbury,F
65.0,10.909794927145171,Ann Marie Tuxbury,F
70.0,11.724001195035173,Ann Marie Tuxbury,F
75.0,12.529705481829591,Ann Marie Tuxbury,F
80.0,13.333935407343505,Ann Marie Tuxbury,F
85.0,14.142618489478082,Ann Marie Tuxbury,F
90.0,14.950960579850728,Ann Marie Tuxbury,F
95.0,15.766907062185332,Ann Marie Tuxbury,F
100.0,16.618596865891316,Ann Marie Tuxbury,F
105.0,17.441242967558757,Ann Marie Tuxbury,F
110.0,18.232309817254567,Ann Marie Tuxbury,F
115.0,19.028717143978028,Ann Marie Tuxbury,F
120.0,19.8133385641428,Ann Marie Tuxbury,F
125.0,20.589374097752113,Ann Marie Tuxbury,F
130.0,21.367398626595996,Ann Marie Tuxbury,F
135.0,22.154463712267184,Ann Marie Tuxbury,F
140.0,22.9572896596018,Ann Marie Tuxbury,F
145.0,23.770654149822285,Ann Marie Tuxbury,F
150.0,24.581236006581964,Ann Marie Tuxbury,F
155.0,25.39295312033443,Ann Marie Tuxbury,F
160.0,26.2,Ann Marie Tuxbury,F
165.0,26.2,Ann Marie Tuxbury,F
170.0,26.2,Ann Marie Tuxbury,F
175.0,26.2,Ann Marie Tuxbury,F
180.0,26.2,Ann Marie Tuxbury,F
0.0,0.0,Anna West,F
5.0,0.8559201141226819,Anna West,F
10.0,1.7117996120050212,Anna West,F
15.0,2.566474975801401,Anna West,F
20.0,3.4237764645131676,Anna West,F
25.0,4.279527448050301,Anna West,F
30.0,5.125003513703444,Anna West,F
35.0,5.968292340126493,Anna West,F
40.0,6.798274717982747,Anna West,F
45.0,7.632036078169367,Anna West,F
50.0,8.474738330975956,Anna West,F
55.0,9.315400320035314,Anna West,F
60.0,10.142261480221649,Anna West,F
65.0,10.965216437153673,Anna West,F
70.0,11.783550137718509,Anna West,F
75.0,12.597055719427381,Anna West,F
80.0,13.404010695187168,Anna West,F
85.0,14.204552690226045,Anna West,F
90.0,15.000451444622794,Anna West,F
95.0,15.75285914927769,Anna West,F
100.0,16.505266853932586,Anna West,F
105.0,17.257674558587482,Anna West,F
110.0,18.010082263242378,Anna West,F
115.0,18.762489967897274,Anna West,F
120.0,19.514897672552173,Anna West,F
125.0,20.267305377207066,Anna West,F
130.0,21.019713081861966,Anna West,F
135.0,21.77212078651686,Anna West,F
140.0,22.524528491171758,Anna West,F
145.0,23.276936195826654,Anna West,F
150.0,24.02934390048155,Anna West,F
155.0,24.78175160513645,Anna West,F
160.0,25.53415930979134,Anna West,F
165.0,26.2,Anna West,F
170.0,26.2,Anna West,F
175.0,26.2,Anna West,F
180.0,26.2,Anna West,F
0.0,0.0,Anne-Marie Blaney,F
5.0,0.885922688480052,Anne-Marie Blaney,F
10.0,1.7643291613054157,Anne-Marie Blaney,F
15.0,2.65043132837281,Anne-Marie Blaney,F
20.0,3.5363023180465962,Anne-Marie Blaney,F
25.0,4.418130627327917,Anne-Marie Blaney,F
30.0,5.300965697019965,Anne-Marie Blaney,F
35.0,6.18930187172891,Anne-Marie Blaney,F
40.0,7.076676462730431,Anne-Marie Blaney,F
45.0,7.967227713954938,Anne-Marie Blaney,F
50.0,8.866316894018889,Anne-Marie Blaney,F
55.0,9.751847163757322,Anne-Marie Blaney,F
60.0,10.635196419105954,Anne-Marie Blaney,F
65.0,11.517908604363935,Anne-Marie Blaney,F
70.0,12.400600635967496,Anne-Marie Blaney,F
75.0,13.279843273835438,Anne-Marie Blaney,F
80.0,14.152214103354167,Anne-Marie Blaney,F
85.0,15.032528425741415,Anne-Marie Blaney,F
90.0,15.91167506740124,Anne-Marie Blaney,F
95.0,16.811877613646622,Anne-Marie Blaney,F
100.0,17.693241862501825,Anne-Marie Blaney,F
105.0,18.566677326511034,Anne-Marie Blaney,F
110.0,19.43490161053329,Anne-Marie Blaney,F
115.0,20.29541769775578,Anne-Marie Blaney,F
120.0,21.146774827373267,Anne-Marie Blaney,F
125.0,21.98885645315219,Anne-Marie Blaney,F
130.0,22.82831080892023,Anne-Marie Blaney,F
135.0,23.658662471364302,Anne-Marie Blaney,F
140.0,24.495601337867843,Anne-Marie Blaney,F
145.0,25.315748113998325,Anne-Marie Blaney,F
150.0,26.09575308641975,Anne-Marie Blaney,F
155.0,26.2,Anne-Marie Blaney,F
160.0,26.2,Anne-Marie Blaney,F
165.0,26.2,Anne-Marie Blaney,F
170.0,26.2,Anne-Marie Blaney,F
175.0,26.2,Anne-Marie Blaney,F
180.0,26.2,Anne-Marie Blaney,F
0.0,0.0,Annie Frisbie,F
5.0,0.8974780865767195,Annie Frisbie,F
10.0,1.8371030745967742,Annie Frisbie,F
15.0,2.7754942686697692,Annie Frisbie,F
20.0,3.7106984858869714,Annie Frisbie,F
25.0,4.624517607332368,Annie Frisbie,F
30.0,5.534547891786498,Annie Frisbie,F
35.0,6.453054316048623,Annie Frisbie,F
40.0,7.37459023926963,Annie Frisbie,F
45.0,8.291412068703451,Annie Frisbie,F
50.0,9.199886479058375,Annie Frisbie,F
55.0,10.09733736762481,Annie Frisbie,F
60.0,11.005037555428192,Annie Frisbie,F
65.0,11.90998763234895,Annie Frisbie,F
70.0,12.799763173475428,Annie Frisbie,F
75.0,13.69525148858502,Annie Frisbie,F
80.0,14.60304948566559,Annie Frisbie,F
85.0,15.516950185964271,Annie Frisbie,F
90.0,16.43357735779704,Annie Frisbie,F
95.0,17.33714185269819,Annie Frisbie,F
100.0,18.21601827982189,Annie Frisbie,F
105.0,19.09265989411933,Annie Frisbie,F
110.0,19.951151809987124,Annie Frisbie,F
115.0,20.790042443873563,Annie Frisbie,F
120.0,21.623001247055566,Annie Frisbie,F
125.0,22.45360482487689,Annie Frisbie,F
130.0,23.274254829560657,Annie Frisbie,F
135.0,24.07813731083761,Annie Frisbie,F
140.0,24.893199663107563,Annie Frisbie,F
145.0,25.71296904058637,Annie Frisbie,F
150.0,26.2,Annie Frisbie,F
155.0,26.2,Annie Frisbie,F
160.0,26.2,Annie Frisbie,F
165.0,26.2,Annie Frisbie,F
170.0,26.2,Annie Frisbie,F
175.0,26.2,Annie Frisbie,F
