,time,point,label,pid,bib,bib_display,tag,name,timeOfDay,epochTime,milePace,milePaceAvg,mph,kmPace,kmPaceAvg,kmh,etnp,etfp,startTime,sex,profile_color,_ver,alias,pace,paceAvg,splitTime,netTime,waveTime,course,country,country_iso,city,timestamp,i,u,place,leaderDiff,profile_pic,team,placeChange,isFinish,distance
130,01:25:06.78,16M,16M,R32K76WH,597,597,00597,Matt Gillette,11:35:06 am,1706978105.47,05:25,05:20,11.09,03:22,03:19,17.85,17M~01:30:25~11:40 am,FINISH~02:19:42~12:29 pm,10:09:59 am,M,16,6,SPLIT7,05:25 min/mile,05:20 min/mile,00:05:24.63,01:25:06.78,01:25:06.78,marathon,USA,us,Allentown,1706960105.47,1706978114_000144,1706978114_000145,121,+07:02.77,,Garden State Track Club,2,,16.0
131,01:25:07.27,16M,16M,R9V6MTBF,565,565,00565,Ryan Cutter,11:35:06 am,1706978105.96,05:20,05:20,11.26,03:19,03:19,18.13,17M~01:30:15~11:40 am,FINISH~02:23:24~12:33 pm,10:09:59 am,M,8,6,SPLIT7,05:20 min/mile,05:20 min/mile,00:05:19.64,01:25:07.27,01:25:07.27,marathon,USA,us,Brooklyn,1706960105.96,1706978116_000116,1706978116_000117,122,+07:03.26,,Brooklyn Track Club,3,,16.0
132,01:25:08.72,16M,16M,R2HXYDZ7,571,571,00571,Jesse Davis,11:35:08 am,1706978107.41,05:25,05:20,11.11,03:22,03:19,17.87,17M~01:30:31~11:40 am,FINISH~02:24:17~12:34 pm,10:09:59 am,M,1,6,SPLIT7,05:25 min/mile,05:20 min/mile,00:05:24.16,01:25:08.72,01:25:08.72,marathon,USA,us,Omaha,1706960107.41,1706978116_000146,1706978118_000250,123,+07:04.71,,Indiana Elite Athletic Club,1,,16.0
133,01:25:09.68,16M,16M,RGB4WPR7,566,566,00566,Kevin Wood,11:35:09 am,1706978108.37,05:30,05:20,10.93,03:25,03:19,17.59,17M~01:30:41~11:40 am,FINISH~02:26:27~12:36 pm,10:09:59 am,M,14,10,SPLIT7,05:30 min/mile,05:20 min/mile,00:05:29.34,01:25:09.68,01:25:09.68,marathon,USA,us,Winooski,1706960108.37,1706978118_000174,1706984556_000067,,,,Strawberry Canyon Track Club,,,16.0
134,01:25:17.37,16M,16M,RKBNZ3A6,464,464,00464,Thomas Slattery,11:35:17 am,1706978116.06,05:45,05:20,10.46,03:34,03:19,16.84,17M~01:30:56~11:40 am,FINISH~02:27:18~12:37 pm,10:09:59 am,M,10,9,SPLIT7,05:45 min/mile,05:20 min/mile,00:05:44.03,01:25:17.37,01:25:17.37,marathon,USA,us,Alexandria,1706960116.06,1706978124_000207,1706978124_000208,124,+07:13.36,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706968438_thomas-slattery-1966.jpeg?v=9,Tracksmith / Pacers Running//GRC New Balance,-5,,16.0
135,01:25:20.22,16M,16M,RWTFAKY6,564,564,00564,Mark Messmer,11:35:19 am,1706978118.91,05:30,05:21,10.91,03:26,03:19,17.56,17M~01:30:50~11:40 am,FINISH~02:25:51~12:35 pm,10:09:59 am,M,11,4,SPLIT7,05:30 min/mile,05:21 min/mile,00:05:29.93,01:25:20.22,01:25:20.22,marathon,USA,us,Castle Rock,1706960118.91,1706978128_000230,1706978128_000231,125,+07:16.21,,,2,,16.0
136,01:25:22.74,16M,16M,RCTWRBS3,507,507,00507,Chad Beyer,11:35:22 am,1706978121.43,05:35,05:21,10.78,03:28,03:19,17.34,17M~01:31:02~11:40 am,FINISH~02:28:59~12:38 pm,10:09:59 am,M,6,4,SPLIT7,05:35 min/mile,05:21 min/mile,00:05:34.10,01:25:22.74,01:25:22.74,marathon,USA,us,Tempe,1706960121.43,1706978130_000238,1706978130_000239,126,+07:18.73,,,0,,16.0
137,01:25:23.38,16M,16M,RRHZX7TE,529,529,00529,Daniel Docherty,11:35:23 am,1706978122.07,05:18,05:21,11.35,03:18,03:19,18.26,17M~01:30:37~11:40 am,FINISH~02:20:41~12:30 pm,10:09:59 am,M,11,17,SPLIT7,05:18 min/mile,05:21 min/mile,00:05:17.20,01:25:23.38,01:25:23.38,marathon,USA,us,Saint Paul,1706960122.07,1706978130_000272,1706985992_000025,127,+07:19.37,,El Jefe Running,3,,16.0
138,01:25:25.43,16M,16M,RM9U3PVY,484,484,00484,Zachary Ornelas,11:35:25 am,1706978124.12,05:31,05:21,10.89,03:26,03:20,17.53,17M~01:30:56~11:40 am,FINISH~02:24:08~12:34 pm,10:09:59 am,M,2,4,SPLIT7,05:31 min/mile,05:21 min/mile,00:05:30.54,01:25:25.43,01:25:25.43,marathon,USA,us,Ann Arbor,1706960124.12,1706978134_000155,1706978134_000156,128,+07:21.42,,,0,,16.0
139,01:25:25.77,16M,16M,R57V8CN6,577,577,00577,Dylan Belles,11:35:25 am,1706978124.46,05:30,05:21,10.93,03:25,03:20,17.58,17M~01:30:56~11:40 am,FINISH~02:25:59~12:35 pm,10:09:59 am,M,14,6,SPLIT7,05:30 min/mile,05:21 min/mile,00:05:29.50,01:25:25.77,01:25:25.77,marathon,USA,us,Flagstaff,1706960124.46,1706978132_000234,1706978132_000235,129,+07:21.76,,Team Run Flagstaff,0,,16.0
140,01:25:28.17,16M,16M,RHUW79N2,568,568,00568,Prescott Leach,11:35:27 am,1706978126.86,05:17,05:21,11.36,03:17,03:20,18.29,17M~01:30:41~11:40 am,FINISH~02:21:07~12:31 pm,10:09:59 am,M,1,17,SPLIT7,05:17 min/mile,05:21 min/mile,00:05:16.77,01:25:28.17,01:25:28.17,marathon,USA,us,Waltham,1706960126.86,1706978135_000146,1706986001_000064,130,+07:24.16,,Cambridge Sports Union,4,,16.0
141,01:25:30.16,16M,16M,R7GPNUM2,433,433,00433,Kevin Lynch,11:35:29 am,1706978128.85,06:33,05:21,9.18,04:04,03:20,14.77,17M~01:30:51~11:40 am,FINISH~02:20:10~12:30 pm,10:09:59 am,M,11,4,SPLIT7,06:33 min/mile,05:21 min/mile,00:06:32.17,01:25:30.16,01:25:30.16,marathon,USA,us,Eagle Mountain,1706960128.85,1706978134_000179,1706978134_000180,131,+07:26.15,,,-29,,16.0
142,01:25:32.59,16M,16M,RJPX864H,569,569,00569,James Withers,11:35:32 am,1706978131.28,05:26,05:21,11.05,03:23,03:20,17.79,17M~01:30:59~11:40 am,FINISH~02:22:32~12:32 pm,10:09:59 am,M,1,6,SPLIT7,05:26 min/mile,05:21 min/mile,00:05:25.69,01:25:32.59,01:25:32.59,marathon,USA,us,Utica,1706960131.28,1706978140_000215,1706978140_000216,132,+07:28.58,,,-1,,16.0
143,01:25:41.09,16M,16M,RVDSN4C6,574,574,00574,Marcus Graham,11:35:40 am,1706978139.78,05:23,05:22,11.15,03:21,03:20,17.94,17M~01:31:06~11:41 am,FINISH~02:24:24~12:34 pm,10:09:59 am,M,6,6,SPLIT7,05:23 min/mile,05:22 min/mile,00:05:22.90,01:25:41.09,01:25:41.09,marathon,USA,us,Colorado Springs,1706960139.78,1706978148_000227,1706978148_000228,133,+07:37.08,,,4,,16.0
144,01:25:41.24,16M,16M,R2U8J9KZ,546,546,00546,Henry Sterling,11:35:40 am,1706978139.93,05:26,05:22,11.06,03:23,03:20,17.79,17M~01:31:04~11:41 am,FINISH~02:27:14~12:37 pm,10:09:59 am,M,8,6,SPLIT7,05:26 min/mile,05:22 min/mile,00:05:25.58,01:25:41.24,01:25:41.24,marathon,USA,us,Scottsdale,1706960139.93,1706978148_000251,1706978148_000252,134,+07:37.23,,Tracksmith,1,,16.0
145,01:25:51.41,16M,16M,RRDFSL5M,508,508,00508,Connor Rockett,11:35:51 am,1706978150.10,05:42,05:22,10.53,03:33,03:21,16.95,17M~01:31:31~11:41 am,FINISH~02:27:24~12:37 pm,10:09:59 am,M,12,6,SPLIT7,05:42 min/mile,05:22 min/mile,00:05:41.87,01:25:51.41,01:25:51.41,marathon,USA,us,Sherborn,1706960150.10,1706978158_000213,1706978158_000214,135,+07:47.40,,Tracksmith Boston Hares,-3,,16.0
146,01:26:05.55,16M,16M,RWEAUK9H,439,439,00439,Kevin Lewis,11:36:05 am,1706978164.24,05:49,05:23,10.34,03:37,03:21,16.63,17M~01:32:18~11:42 am,FINISH~02:36:34~12:46 pm,10:09:59 am,M,5,6,SPLIT7,05:49 min/mile,05:23 min/mile,00:05:48.32,01:26:05.55,01:26:05.55,marathon,USA,us,Richfield,1706960164.24,1706978174_000192,1706978174_000193,136,+08:01.54,,Minnesota Distance Elite,0,,16.0
147,01:26:08.38,16M,16M,RA3KBWNS,549,549,00549,Matthew Welch,11:36:08 am,1706978167.07,05:58,05:24,10.07,03:43,03:21,16.21,17M~01:32:06~11:42 am,FINISH~02:23:15~12:33 pm,10:09:59 am,M,3,12,SPLIT7,05:58 min/mile,05:24 min/mile,00:05:57.39,01:26:08.38,01:26:08.38,marathon,USA,us,Bellingham,1706960167.07,1706978176_000148,1706979809_000044,,,,,,,16.0
148,01:26:08.93,16M,16M,RVLXK568,545,545,00545,Cameron Dickson,11:36:08 am,1706978167.62,06:00,05:24,10.02,03:44,03:21,16.13,17M~01:32:05~11:42 am,FINISH~02:29:30~12:39 pm,10:09:59 am,M,11,6,SPLIT7,06:00 min/mile,05:24 min/mile,00:05:59.24,01:26:08.93,01:26:08.93,marathon,USA,us,Somerville,1706960167.62,1706978176_000151,1706978176_000152,137,+08:04.92,,Tracksmith Boston Hares,-4,,16.0
149,01:26:16.35,16M,16M,RPTFDVUW,483,483,00483,Mitch Ammons,11:36:16 am,1706978175.04,05:28,05:24,11.00,03:24,03:22,17.71,17M~01:31:41~11:41 am,FINISH~02:26:03~12:36 pm,10:09:59 am,M,16,4,SPLIT7,05:28 min/mile,05:24 min/mile,00:05:27.18,01:26:16.35,01:26:16.35,marathon,USA,us,Austin,1706960175.04,1706978183_000171,1706978184_000259,138,+08:12.34,,,2,,16.0
150,01:26:16.51,16M,16M,RSG7KDVW,526,526,00526,Alberto Mena,11:36:16 am,1706978175.20,05:31,05:24,10.91,03:26,03:22,17.55,17M~01:31:41~11:41 am,FINISH~02:21:50~12:31 pm,10:09:59 am,M,10,4,SPLIT7,05:31 min/mile,05:24 min/mile,00:05:30.07,01:26:16.51,01:26:16.51,marathon,USA,us,New York,1706960175.20,1706978183_000203,1706978184_000291,139,+08:12.50,,,0,,16.0
151,01:26:16.71,16M,16M,RNHZRADJ,506,506,00506,Phillip Reid,11:36:16 am,1706978175.40,05:32,05:24,10.85,03:27,03:22,17.47,17M~01:31:40~11:41 am,FINISH~02:25:41~12:35 pm,10:09:59 am,M,5,6,SPLIT7,05:32 min/mile,05:24 min/mile,00:05:31.69,01:26:16.71,01:26:16.71,marathon,USA,us,San Luis Obispo,1706960175.40,1706978183_000206,1706978186_000261,140,+08:12.70,,HOKA Aggie Running Club,-2,,16.0
152,01:26:19.55,16M,16M,RKCBJ7ZW,584,584,00584,Brian Harvey,11:36:19 am,1706978178.24,05:25,05:24,11.10,03:22,03:22,17.87,17M~01:31:40~11:41 am,FINISH~02:23:47~12:33 pm,10:09:59 am,M,13,6,SPLIT7,05:25 min/mile,05:24 min/mile,00:05:24.30,01:26:19.55,01:26:19.55,marathon,USA,us,Belmont,1706960178.24,1706978187_000163,1706978190_000281,141,+08:15.54,,Boston Athletic Association,2,,16.0
153,01:26:20.51,16M,16M,RNGK369U,431,431,00431,John Raneri,11:36:20 am,1706978179.20,06:04,05:24,9.92,03:46,03:22,15.96,17M~01:32:30~11:42 am,FINISH~02:29:52~12:39 pm,10:09:59 am,M,15,10,SPLIT7,06:04 min/mile,05:24 min/mile,00:06:03.04,01:26:20.51,01:26:20.51,marathon,USA,us,Flagstaff,1706960179.20,1706978189_000170,1706984591_000031,,,,McKirdy Trained,,,16.0
154,01:26:24.70,16M,16M,RSZ5A9RM,500,500,00500,Zachary Ripley,11:36:24 am,1706978183.39,05:35,05:25,10.78,03:28,03:22,17.34,17M~01:32:02~11:42 am,FINISH~02:37:48~12:47 pm,10:09:59 am,M,14,4,SPLIT7,05:35 min/mile,05:25 min/mile,00:05:34.08,01:26:24.70,01:26:24.70,marathon,USA,us,Rockford,1706960183.39,1706978191_000181,1706978194_000278,142,+08:20.69,,,-1,,16.0
155,01:26:42.42,16M,16M,RWS7CUDT,521,521,00521,Noah Steffen,11:36:42 am,1706978201.11,05:51,05:26,10.26,03:39,03:23,16.51,17M~01:32:41~11:42 am,FINISH~02:31:00~12:40 pm,10:09:59 am,M,15,4,SPLIT7,05:51 min/mile,05:26 min/mile,00:05:50.91,01:26:42.42,01:26:42.42,marathon,USA,us,Grand Rapids,1706960201.11,1706978210_000291,1706978210_000292,143,+08:38.41,,,-1,,16.0
156,01:26:43.63,16M,16M,RZ7B9AC8,595,595,00595,Johnny Rutford,11:36:43 am,1706978202.32,05:26,05:26,11.05,03:23,03:23,17.78,17M~01:32:06~11:42 am,FINISH~02:23:37~12:33 pm,10:09:59 am,M,7,6,SPLIT7,05:26 min/mile,05:26 min/mile,00:05:25.77,01:26:43.63,01:26:43.63,marathon,USA,us,Beaverton,1706960202.32,1706978212_000209,1706978212_000210,144,+08:39.62,,Bowerman Track Club,3,,16.0
157,01:26:43.80,16M,16M,RXY7MVDJ,557,557,00557,Paxton Smith,11:36:43 am,1706978202.49,05:26,05:26,11.07,03:23,03:23,17.82,17M~01:32:06~11:42 am,FINISH~02:25:38~12:35 pm,10:09:59 am,M,1,4,SPLIT7,05:26 min/mile,05:26 min/mile,00:05:25.19,01:26:43.80,01:26:43.80,marathon,USA,us,Miami,1706960202.49,1706978212_000290,1706978212_000291,145,+08:39.79,,,3,,16.0
158,01:26:44.18,16M,16M,R2JWABXN,474,474,00474,Travis Morrison,11:36:43 am,1706978202.87,05:42,05:26,10.55,03:32,03:23,16.98,17M~01:32:17~11:42 am,FINISH~02:28:06~12:38 pm,10:09:59 am,M,6,4,SPLIT7,05:42 min/mile,05:26 min/mile,00:05:41.16,01:26:44.18,01:26:44.18,marathon,USA,us,Salt Lake City,1706960202.87,1706978212_000293,1706978212_000294,146,+08:40.17,,,-2,,16.0
159,01:26:44.62,16M,16M,R4NVSJK2,598,598,00598,Spencer Friske,11:36:44 am,1706978203.31,05:26,05:26,11.07,03:22,03:23,17.82,17M~01:32:06~11:42 am,FINISH~02:25:44~12:35 pm,10:09:59 am,M,6,4,SPLIT7,05:26 min/mile,05:26 min/mile,00:05:25.08,01:26:44.62,01:26:44.62,marathon,USA,us,Boston,1706960203.31,1706978212_000296,1706978212_000297,147,+08:40.61,,,2,,16.0
160,01:26:54.74,16M,16M,RF8X4UHS,599,599,00599,Duriel Hardy,11:36:54 am,1706978213.43,05:29,05:26,10.95,03:25,03:23,17.62,17M~01:32:20~11:42 am,FINISH~02:23:43~12:33 pm,10:09:59 am,M,11,4,SPLIT7,05:29 min/mile,05:26 min/mile,00:05:28.87,01:26:54.74,01:26:54.74,marathon,USA,us,Austin,1706960213.43,1706978222_000274,1706978222_000275,148,+08:50.73,,,5,,16.0
161,01:26:57.90,16M,16M,RRLUDGNK,587,587,00587,Johnny Hogue,11:36:57 am,1706978216.59,05:33,05:27,10.83,03:27,03:23,17.44,17M~01:32:29~11:42 am,FINISH~02:30:47~12:40 pm,10:09:59 am,M,12,4,SPLIT7,05:33 min/mile,05:27 min/mile,00:05:32.26,01:26:57.90,01:26:57.90,marathon,USA,us,Los Angeles,1706960216.59,1706978225_000241,1706978227_000010,149,+08:53.89,,,3,,16.0
162,01:26:57.98,16M,16M,R4PWMFLA,588,588,00588,Daniel Schubert,11:36:57 am,1706978216.67,05:33,05:27,10.83,03:27,03:23,17.42,17M~01:32:29~11:42 am,FINISH~02:28:10~12:38 pm,10:09:59 am,M,7,4,SPLIT7,05:33 min/mile,05:27 min/mile,00:05:32.50,01:26:57.98,01:26:57.98,marathon,USA,us,Durham,1706960216.67,1706978224_000244,1706978224_000245,150,+08:53.97,,,1,,16.0
163,01:26:58.21,16M,16M,R3SZCFXL,594,594,00594,Henry Williams,11:36:57 am,1706978216.90,05:34,05:27,10.80,03:28,03:23,17.39,17M~01:32:29~11:42 am,FINISH~02:31:37~12:41 pm,10:09:59 am,M,12,6,SPLIT7,05:34 min/mile,05:27 min/mile,00:05:33.25,01:26:58.21,01:26:58.21,marathon,USA,us,Ithaca,1706960216.90,1706978225_000238,1706978225_000239,151,+08:54.20,,Bergen Elite,-1,,16.0
164,01:27:03.29,16M,16M,R5DJLACR,522,522,00522,Adam Sjolund,11:37:02 am,1706978221.98,05:52,05:27,10.23,03:39,03:23,16.47,17M~01:32:49~11:42 am,FINISH~02:33:57~12:43 pm,10:09:59 am,M,16,4,SPLIT7,05:52 min/mile,05:27 min/mile,00:05:51.76,01:27:03.29,01:27:03.29,marathon,USA,us,Bonney Lake,1706960221.98,1706978230_000255,1706978230_000256,152,+08:59.28,,,-7,,16.0
165,01:27:19.73,16M,16M,RJV8ZT34,554,554,00554,Jason Salyer,11:37:19 am,1706978238.42,06:03,05:28,9.94,03:46,03:24,15.99,17M~01:33:28~11:43 am,FINISH~02:24:10~12:34 pm,10:09:59 am,M,14,4,SPLIT7,06:03 min/mile,05:28 min/mile,00:06:02.35,01:27:19.73,01:27:19.73,marathon,USA,us,Tipp City,1706960238.42,1706978248_000194,1706978248_000195,153,+09:15.72,,,-7,,16.0
166,01:27:34.27,16M,16M,RF6JDVN5,538,538,00538,Matt Lenehan,11:37:33 am,1706978252.96,05:53,05:29,10.22,03:39,03:25,16.44,17M~01:33:22~11:43 am,FINISH~02:30:23~12:40 pm,10:09:59 am,M,15,6,SPLIT7,05:53 min/mile,05:29 min/mile,00:05:52.40,01:27:34.27,01:27:34.27,marathon,USA,us,San Francisco,1706960252.96,1706978262_000277,1706978262_000278,154,+09:30.26,,Peninsula Distance Club,0,,16.0
167,01:27:35.55,16M,16M,RPZNJBL7,537,537,00537,Isaac Benz,11:37:35 am,1706978254.24,05:47,05:29,10.40,03:36,03:25,16.74,17M~01:33:05~11:43 am,FINISH~02:23:29~12:33 pm,10:09:59 am,M,10,4,SPLIT7,05:47 min/mile,05:29 min/mile,00:05:46.14,01:27:35.55,01:27:35.55,marathon,USA,us,Menasha,1706960254.24,1706978262_000280,1706978262_000281,155,+09:31.54,,,0,,16.0
168,01:27:46.73,16M,16M,RDU3THBG,560,560,00560,Kurt Roeser,11:37:46 am,1706978265.42,05:39,05:30,10.62,03:31,03:25,17.09,17M~01:33:24~11:43 am,FINISH~02:30:55~12:40 pm,10:09:59 am,M,6,6,SPLIT7,05:39 min/mile,05:30 min/mile,00:05:38.96,01:27:46.73,01:27:46.73,marathon,USA,us,Longmont,1706960265.42,1706978276_000190,1706978276_000191,156,+09:42.72,,Brooks,0,,16.0
169,01:28:11.88,16M,16M,RUTPA5F8,479,479,00479,Brendan Martin,11:38:11 am,1706978290.57,05:45,05:31,10.44,03:35,03:26,16.80,17M~01:33:51~11:43 am,FINISH~02:27:27~12:37 pm,10:09:59 am,M,12,6,SPLIT7,05:45 min/mile,05:31 min/mile,00:05:44.80,01:28:11.88,01:28:11.88,marathon,USA,us,Brooklyn,1706960290.57,1706978299_000208,1706978301_000008,157,+10:07.87,,EMPIRE ELITE TC,0,,16.0
170,01:28:29.57,16M,16M,RAR5ZY9P,611,611,00611,Alexander Taylor,11:38:29 am,1706978308.26,05:30,05:32,10.92,03:25,03:27,17.58,17M~01:33:56~11:43 am,FINISH~02:25:08~12:35 pm,10:09:59 am,M,13,6,SPLIT7,05:30 min/mile,05:32 min/mile,00:05:29.63,01:28:29.57,01:28:29.57,marathon,USA,us,Lincoln,1706960308.26,1706978317_000014,1706978317_000015,158,+10:25.56,,Tracksmith Boston Hares,0,,16.0
171,01:28:56.29,16M,16M,REA5MLHV,582,582,00582,Daniel Vassallo,11:38:55 am,1706978334.98,05:35,05:34,10.75,03:29,03:28,17.30,17M~01:34:26~11:44 am,FINISH~02:27:31~12:37 pm,10:09:59 am,M,8,6,SPLIT7,05:35 min/mile,05:34 min/mile,00:05:34.93,01:28:56.29,01:28:56.29,marathon,USA,us,Peabody,1706960334.98,1706978343_000170,1706978345_000001,159,+10:52.28,,Central Mass Striders,0,,16.0
172,01:29:06.13,16M,16M,RYUGLVJN,491,491,00491,Sergio Reyes,11:39:05 am,1706978344.82,05:59,05:35,10.05,03:43,03:28,16.17,17M~01:34:53~11:44 am,FINISH~02:26:58~12:36 pm,10:09:59 am,M,14,13,SPLIT7,05:59 min/mile,05:35 min/mile,00:05:58.20,01:29:06.13,01:29:06.13,marathon,USA,us,Los Osos,1706960344.82,1706978355_000024,1706979194_000217,,,,HOKA Aggie Running Club,,,16.0
173,01:29:43.44,16M,16M,RPKAXBJ9,589,589,00589,Jakob Kintzele,11:39:43 am,1706978382.13,06:07,05:37,9.81,03:48,03:30,15.79,17M~01:35:48~11:45 am,FINISH~02:41:57~12:51 pm,10:09:59 am,M,15,4,SPLIT7,06:07 min/mile,05:37 min/mile,00:06:06.87,01:29:43.44,01:29:43.44,marathon,USA,us,Chesterton,1706960382.13,1706978391_000031,1706978391_000032,160,+11:39.43,,,0,,16.0
174,01:29:46.75,16M,16M,RC4GVB2R,496,496,00496,Swarnjit Boyal,11:39:46 am,1706978385.44,05:58,05:37,10.06,03:43,03:30,16.19,17M~01:35:35~11:45 am,FINISH~02:32:31~12:42 pm,10:09:59 am,M,3,6,SPLIT7,05:58 min/mile,05:37 min/mile,00:05:57.81,01:29:46.75,01:29:46.75,marathon,USA,us,Yuba City,1706960385.44,1706978395_000206,1706978397_000025,161,+11:42.74,,HOKA Aggie Running Club,0,,16.0
175,01:30:22.74,16M,16M,R2WN7P3S,519,519,00519,Tyler Sickler,11:40:22 am,1706978421.43,06:23,05:39,9.42,03:58,03:31,15.16,17M~01:36:45~11:46 am,FINISH~02:38:36~12:48 pm,10:09:59 am,M,8,6,SPLIT7,06:23 min/mile,05:39 min/mile,00:06:22.17,01:30:22.74,01:30:22.74,marathon,USA,us,Vacaville,1706960421.43,1706978431_000035,1706978431_000036,162,+12:18.73,,SRA Elite,0,,16.0
176,01:31:12.94,16M,16M,R5GPZ8TE,539,539,00539,Matthew Rand,11:41:12 am,1706978471.63,06:42,05:43,8.96,04:10,03:33,14.41,17M~01:37:57~11:47 am,FINISH~02:50:35~1:00 pm,10:09:59 am,M,15,6,SPLIT7,06:42 min/mile,05:43 min/mile,00:06:41.94,01:31:12.94,01:31:12.94,marathon,USA,us,Portland,1706960471.63,1706978480_000300,1706978483_000063,163,+13:08.93,,,0,,16.0
177,01:32:37.82,16M,16M,RU7N3WLT,585,585,00585,Kevin Colon,11:42:37 am,1706978556.51,06:30,05:48,9.23,04:03,03:36,14.86,17M~01:38:48~11:48 am,FINISH~02:45:10~12:55 pm,10:09:59 am,M,3,6,SPLIT7,06:30 min/mile,05:48 min/mile,00:06:29.85,01:32:37.82,01:32:37.82,marathon,USA,us,Longmont,1706960556.51,1706978566_000004,1706978567_000117,164,+14:33.81,,Lobo Running Club,0,,16.0
0,01:22:47.40,17M,17M,RY6EH98C,408,408,00408,Zachery Panning,11:32:47 am,1706977966.09,04:44,04:53,12.70,02:57,03:02,20.44,18M~01:27:39~11:37 am,FINISH~02:10:50~12:20 pm,10:09:59 am,M,14,15,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.39,01:22:47.40,01:22:47.40,marathon,USA,us,Lake Orion,1706959966.09,1706977977_000095,1706981144_000280,1,,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760011_zachery-panning-3594.jpg?v=15,Hansons-Brooks Distance Project,0,,17.0
1,01:22:47.81,17M,17M,RDJC2LAX,414,414,00414,Teshome Mekonen,11:32:47 am,1706977966.50,04:44,04:53,12.71,02:57,03:02,20.45,18M~01:27:52~11:37 am,FINISH~02:08:34~12:18 pm,10:09:59 am,M,7,12,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.32,01:22:47.81,01:22:47.81,marathon,USA,us,New York,1706959966.50,1706977978_000017,1706984412_000116,,,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760427_teshome-asfaha-862.jpg?v=12,,,,17.0
2,01:22:47.96,17M,17M,RJPNKRLD,405,405,00405,Clayton Young,11:32:47 am,1706977966.65,04:44,04:53,12.71,02:56,03:02,20.46,18M~01:27:40~11:37 am,FINISH~02:09:06~12:19 pm,10:09:59 am,M,6,28,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.14,01:22:47.96,01:22:47.96,marathon,USA,us,Springville,1706959966.65,1706977978_000020,1706980789_000041,2,+00:00.56,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706759843_clayton-young-3954.jpeg?v=28,ASICS / Run Elite Program,1,,17.0
3,01:22:48.00,17M,17M,RP9SBG5V,404,404,00404,Conner Mantz,11:32:47 am,1706977966.69,04:44,04:53,12.69,02:57,03:02,20.43,18M~01:27:39~11:37 am,FINISH~02:09:05~12:19 pm,10:09:59 am,M,2,23,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.63,01:22:48.00,01:22:48.00,marathon,USA,us,Provo,1706959966.69,1706977978_000023,1706980786_000099,3,+00:00.60,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706759805_conner-mantz-8140.jpeg?v=23,NIKE,-1,,17.0
4,01:22:48.66,17M,17M,RVSU8XZM,409,409,00409,Leonard Korir,11:32:48 am,1706977967.35,04:43,04:53,12.73,02:56,03:02,20.49,18M~01:27:44~11:37 am,FINISH~02:09:57~12:19 pm,10:09:59 am,M,15,24,SPLIT8,04:43 min/mile,04:53 min/mile,00:04:42.77,01:22:48.66,01:22:48.66,marathon,USA,us,Colorado Springs,1706959967.35,1706977978_000026,1706983398_000109,4,+00:01.26,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760069_leonard-korir-1950.jpg?v=24,NIKE / U.S. Army WCAP,1,,17.0
5,01:22:49.02,17M,17M,R45BZHDE,421,421,00421,Andrew Colley,11:32:48 am,1706977967.71,04:44,04:53,12.69,02:57,03:02,20.42,18M~01:27:40~11:37 am,FINISH~02:07:46~12:17 pm,10:09:59 am,M,16,15,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.79,01:22:49.02,01:22:49.02,marathon,USA,us,Blowing Rock,1706959967.71,1706977978_000029,1706983548_000039,,,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706761047_andrew-colley-3362.jpg?v=15,ZAP Endurance,,,17.0
6,01:22:49.16,17M,17M,RM5R6TB3,418,418,00418,Elkanah Kibet,11:32:48 am,1706977967.85,04:44,04:53,12.70,02:57,03:02,20.44,18M~01:27:41~11:37 am,FINISH~02:10:02~12:20 pm,10:09:59 am,M,6,22,SPLIT8,04:44 min/mile,04:53 min/mile,00:04:43.41,01:22:49.16,01:22:49.16,marathon,USA,us,Colorado Springs,1706959967.85,1706977978_000032,1706983375_000040,5,+00:01.76,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760734_elkanah-kibet2-5137.jpg?v=22,ASICS,-1,,17.0
7,01:22:54.08,17M,17M,RCJXR87V,401,401,00401,Galen Rupp,11:32:53 am,1706977972.77,04:49,04:53,12.50,02:59,03:02,20.11,18M~01:27:56~11:37 am,FINISH~02:14:07~12:24 pm,10:09:59 am,M,6,17,SPLIT8,04:49 min/mile,04:53 min/mile,00:04:48.07,01:22:54.08,01:22:54.08,marathon,USA,us,Portland,1706959972.77,1706977983_000001,1706983375_000036,6,+00:06.68,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706755401_galen-rupp-5067.jpeg?v=17,NIKE,0,,17.0
