,time,point,label,pid,bib,bib_display,tag,name,timeOfDay,epochTime,milePace,milePaceAvg,mph,kmPace,kmPaceAvg,kmh,etnp,etfp,startTime,sex,profile_color,_ver,alias,pace,paceAvg,splitTime,netTime,waveTime,course,country,country_iso,city,timestamp,i,u,place,leaderDiff,profile_pic,team,placeChange,isFinish,distance
43,00:25:08.65,5M,5M,RYF6VSGT,410,410,00410,Futsum Zienasellassie,10:35:08 am,1706974507.34,05:07,05:02,11.73,03:11,03:08,18.88,6M~00:30:03~10:40 am,FINISH~02:13:58~12:23 pm,10:09:59 am,M,3,17,SPLIT4,05:07 min/mile,05:02 min/mile,00:05:06.89,00:25:08.65,00:25:08.65,marathon,USA,us,Flagstaff,1706956507.34,1706974516_000208,1706981326_000115,34,+00:03.46,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760111_futsum-zienasellassie-8463.jpeg?v=17,HOKA NAZ Elite,-12,,5.0
44,00:25:08.75,5M,5M,RVU8XPAZ,438,438,00438,Wilkerson Given,10:35:08 am,1706974507.44,05:06,05:02,11.80,03:10,03:08,18.99,6M~00:30:07~10:40 am,FINISH~02:16:51~12:26 pm,10:09:59 am,M,7,6,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.05,00:25:08.75,00:25:08.75,marathon,USA,us,Lake Orion,1706956507.44,1706974516_000217,1706974518_000086,35,+00:03.56,,Hansons-Brooks Distance Project,6,,5.0
45,00:25:08.78,5M,5M,RGNTK97Y,416,416,00416,Biya Simbassa,10:35:08 am,1706974507.47,05:06,05:02,11.80,03:10,03:08,18.99,6M~00:30:02~10:40 am,FINISH~02:12:21~12:22 pm,10:09:59 am,M,12,17,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.02,00:25:08.78,00:25:08.78,marathon,USA,us,Flagstaff,1706956507.47,1706974518_000088,1706981250_000348,36,+00:03.59,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706760505_abbabiya-simbassa-731.jpeg?v=17,Under Armour,8,,5.0
46,00:25:08.80,5M,5M,R2FL4HC3,612,612,00612,Michael Iacofano,10:35:08 am,1706974507.49,05:07,05:02,11.76,03:11,03:08,18.92,6M~00:30:08~10:40 am,FINISH~02:23:13~12:33 pm,10:09:59 am,M,2,6,SPLIT4,05:07 min/mile,05:02 min/mile,00:05:06.20,00:25:08.80,00:25:08.80,marathon,USA,us,Boise,1706956507.49,1706974516_000214,1706974518_000091,37,+00:03.61,,The Track Club Boulder,-2,,5.0
47,00:25:08.87,5M,5M,RJPAEMUS,481,481,00481,Nicholas Hauger,10:35:08 am,1706974507.56,05:06,05:02,11.79,03:10,03:08,18.97,6M~00:30:07~10:40 am,FINISH~02:15:56~12:25 pm,10:09:59 am,M,11,16,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.47,00:25:08.87,00:25:08.87,marathon,USA,us,Flagstaff,1706956507.56,1706974518_000093,1706981561_000063,38,+00:03.68,,HOKA NAZ Elite,0,,5.0
48,00:25:09.04,5M,5M,RZG8WP7J,470,470,00470,Abinet Adraro,10:35:08 am,1706974507.73,05:06,05:02,11.77,03:11,03:08,18.94,6M~00:30:05~10:40 am,FINISH~02:15:28~12:25 pm,10:09:59 am,M,3,9,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.85,00:25:09.04,00:25:09.04,marathon,USA,us,Albuquerque,1706956507.73,1706974518_000096,1706978183_000049,,,,,,,5.0
49,00:25:09.07,5M,5M,RTJSPGBM,606,606,00606,Awet Beraki,10:35:08 am,1706974507.76,05:06,05:02,11.79,03:10,03:08,18.97,6M~00:30:06~10:40 am,FINISH~02:19:32~12:29 pm,10:09:59 am,M,6,4,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.36,00:25:09.07,00:25:09.07,marathon,USA,us,Alamosa,1706956507.76,1706974516_000201,1706974518_000099,39,+00:03.88,,,3,,5.0
50,00:25:09.48,5M,5M,R3GVF6HK,422,422,00422,Josh Izewski,10:35:09 am,1706974508.17,05:08,05:02,11.72,03:11,03:08,18.86,6M~00:30:08~10:40 am,FINISH~02:11:09~12:21 pm,10:09:59 am,M,5,16,SPLIT4,05:08 min/mile,05:02 min/mile,00:05:07.18,00:25:09.48,00:25:09.48,marathon,USA,us,Blowing Rock,1706956508.17,1706974518_000110,1706981221_000099,40,+00:04.29,,ZAP Endurance,-10,,5.0
51,00:25:09.56,5M,5M,RWP283X6,446,446,00446,Steven Martinez,10:35:09 am,1706974508.25,05:06,05:02,11.77,03:11,03:08,18.95,6M~00:30:15~10:40 am,FINISH~02:18:10~12:28 pm,10:09:59 am,M,16,7,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.81,00:25:09.56,00:25:09.56,marathon,USA,us,Chula Vista,1706956508.25,1706974518_000101,1706974518_000102,41,+00:04.37,,Lane Zero Athletics Club,2,,5.0
52,00:25:09.60,5M,5M,RGVA7PNB,613,613,00613,Donald Cowart,10:35:09 am,1706974508.29,05:07,05:02,11.73,03:11,03:08,18.88,6M~00:30:06~10:40 am,FINISH~02:25:33~12:35 pm,10:09:59 am,M,2,4,SPLIT4,05:07 min/mile,05:02 min/mile,00:05:06.91,00:25:09.60,00:25:09.60,marathon,USA,us,Winston-Salem,1706956508.29,1706974518_000104,1706974518_000105,42,+00:04.41,,,-6,,5.0
53,00:25:09.67,5M,5M,RUB48VH3,450,450,00450,Matthew Llano,10:35:09 am,1706974508.36,05:06,05:02,11.77,03:10,03:08,18.95,6M~00:30:08~10:40 am,FINISH~02:20:58~12:30 pm,10:09:59 am,M,11,8,SPLIT4,05:06 min/mile,05:02 min/mile,00:05:05.76,00:25:09.67,00:25:09.67,marathon,USA,us,Flagstaff,1706956508.36,1706974518_000107,1706974518_000108,43,+00:04.48,,Under Armour / Dark Sky Distance,3,,5.0
54,00:25:09.92,5M,5M,R8TCXSWY,430,430,00430,Tyler Pennel,10:35:09 am,1706974508.61,05:07,05:02,11.76,03:11,03:08,18.93,6M~00:30:08~10:40 am,FINISH~02:10:41~12:20 pm,10:09:59 am,M,1,6,SPLIT4,05:07 min/mile,05:02 min/mile,00:05:06.08,00:25:09.92,00:25:09.92,marathon,USA,us,Blowing Rock,1706956508.61,1706974518_000113,1706974518_000114,44,+00:04.73,,ZAP Endurance,1,,5.0
55,00:25:10.00,5M,5M,RUWN2GXZ,402,402,00402,Jacob Riley,10:35:09 am,1706974508.69,05:07,05:02,11.74,03:11,03:08,18.90,6M~00:30:15~10:40 am,FINISH~02:17:45~12:27 pm,10:09:59 am,M,9,7,SPLIT4,05:07 min/mile,05:02 min/mile,00:05:06.55,00:25:10.00,00:25:10.00,marathon,USA,us,Boulder,1706956508.69,1706974518_000116,1706974518_000117,45,+00:04.81,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706755436_jacob-riley-6908.jpeg?v=7,T.E.A.M Boulder,-6,,5.0
56,00:25:16.92,5M,5M,RS9X82NG,478,478,00478,Aaron Gruen,10:35:16 am,1706974515.61,05:10,05:04,11.65,03:13,03:09,18.75,6M~00:30:22~10:40 am,FINISH~02:14:58~12:24 pm,10:09:59 am,M,4,12,SPLIT4,05:10 min/mile,05:04 min/mile,00:05:09.07,00:25:16.92,00:25:16.92,marathon,USA,us,Providence,1706956515.61,1706974524_000043,1706980516_000100,,,,Rhode Island Track Club,,,5.0
57,00:25:20.05,5M,5M,R3T5ZNRU,482,482,00482,Wesley Robinson,10:35:19 am,1706974518.74,05:17,05:05,11.38,03:17,03:09,18.31,6M~00:30:34~10:40 am,FINISH~02:18:50~12:28 pm,10:09:59 am,M,4,17,SPLIT4,05:17 min/mile,05:05 min/mile,00:05:16.46,00:25:20.05,00:25:20.05,marathon,USA,us,Denver,1706956518.74,1706974528_000070,1706985955_000078,46,+00:14.86,,,-6,,5.0
58,00:25:23.47,5M,5M,RPG2TYUE,515,515,00515,Alex Norstrom,10:35:23 am,1706974522.16,05:12,05:05,11.57,03:14,03:10,18.63,6M~00:30:34~10:40 am,FINISH~02:21:59~12:31 pm,10:09:59 am,M,16,6,SPLIT4,05:12 min/mile,05:05 min/mile,00:05:11.06,00:25:23.47,00:25:23.47,marathon,USA,us,Rochester Hills,1706956522.16,1706974532_000042,1706974532_000043,47,+00:18.28,,Hansons-Brooks Distance Project,1,,5.0
59,00:25:26.35,5M,5M,RFLWGZ3D,576,576,00576,Emilio de la Torre,10:35:26 am,1706974525.04,05:19,05:06,11.29,03:19,03:10,18.18,6M~00:30:40~10:40 am,FINISH~02:17:19~12:27 pm,10:09:59 am,M,10,4,SPLIT4,05:19 min/mile,05:06 min/mile,00:05:18.73,00:25:26.35,00:25:26.35,marathon,USA,us,South Pasadena,1706956525.04,1706974534_000044,1706974534_000045,48,+00:21.16,,,-1,,5.0
60,00:25:26.63,5M,5M,RKLBETVJ,466,466,00466,Connor Weaver,10:35:26 am,1706974525.32,05:08,05:06,11.71,03:11,03:10,18.85,6M~00:30:34~10:40 am,FINISH~02:13:56~12:23 pm,10:09:59 am,M,6,11,SPLIT4,05:08 min/mile,05:06 min/mile,00:05:07.30,00:25:26.63,00:25:26.63,marathon,USA,us,Lewisville,1706956525.32,1706974536_000045,1706981304_000096,49,+00:21.44,,Tracksmith,2,,5.0
61,00:25:27.40,5M,5M,RPFAMYRE,608,608,00608,Aidan Reed,10:35:27 am,1706974526.09,05:09,05:06,11.68,03:12,03:10,18.79,6M~00:30:35~10:40 am,FINISH~02:20:29~12:30 pm,10:09:59 am,M,9,8,SPLIT4,05:09 min/mile,05:06 min/mile,00:05:08.30,00:25:27.40,00:25:27.40,marathon,USA,us,Boulder,1706956526.09,1706974536_000075,1706974536_000076,50,+00:22.21,,Tracksmith / Roots Running Project,0,,5.0
62,00:25:27.60,5M,5M,RGZSKBHY,469,469,00469,Ben Olson,10:35:27 am,1706974526.29,05:14,05:06,11.47,03:16,03:10,18.45,6M~00:30:38~10:40 am,FINISH~02:18:13~12:28 pm,10:09:59 am,M,12,9,SPLIT4,05:14 min/mile,05:06 min/mile,00:05:13.93,00:25:27.60,00:25:27.60,marathon,USA,us,Coon Rapids,1706956526.29,1706974536_000079,1706984463_000099,,,,,,,5.0
63,00:25:27.64,5M,5M,RPMB7R8W,586,586,00586,Jacob Heslington,10:35:27 am,1706974526.33,05:09,05:06,11.68,03:12,03:10,18.79,6M~00:30:34~10:40 am,FINISH~02:15:12~12:25 pm,10:09:59 am,M,10,11,SPLIT4,05:09 min/mile,05:06 min/mile,00:05:08.30,00:25:27.64,00:25:27.64,marathon,USA,us,Provo,1706956526.33,1706974536_000048,1706981476_000157,51,+00:22.45,,Run Elite Program,1,,5.0
64,00:25:31.87,5M,5M,RXFMTRK2,593,593,00593,Dylan Marx,10:35:31 am,1706974530.56,05:12,05:07,11.56,03:14,03:11,18.60,6M~00:30:38~10:40 am,FINISH~02:21:34~12:31 pm,10:09:59 am,M,7,6,SPLIT4,05:12 min/mile,05:07 min/mile,00:05:11.55,00:25:31.87,00:25:31.87,marathon,USA,us,San Diego,1706956530.56,1706974540_000075,1706974540_000076,52,+00:26.68,,,1,,5.0
65,00:25:31.91,5M,5M,RTDP92KF,607,607,00607,Afewerki Zeru,10:35:31 am,1706974530.60,05:10,05:07,11.64,03:13,03:11,18.74,6M~00:30:38~10:40 am,FINISH~02:20:36~12:30 pm,10:09:59 am,M,12,6,SPLIT4,05:10 min/mile,05:07 min/mile,00:05:09.16,00:25:31.91,00:25:31.91,marathon,USA,us,Colorado Springs,1706956530.60,1706974540_000104,1706974540_000105,53,+00:26.72,,The Colorado Springs Elite Running Coalition,1,,5.0
66,00:25:32.28,5M,5M,RK6C4THW,441,441,00441,Reid Buchanan,10:35:31 am,1706974530.97,05:10,05:07,11.63,03:13,03:11,18.72,6M~00:30:38~10:40 am,FINISH~02:19:45~12:29 pm,10:09:59 am,M,16,8,SPLIT4,05:10 min/mile,05:07 min/mile,00:05:09.44,00:25:32.28,00:25:32.28,marathon,USA,us,Kansas City,1706956530.97,1706974540_000109,1706974540_000110,54,+00:27.09,,On / Northwoods Athletics,1,,5.0
67,00:25:32.34,5M,5M,RPZY4NS7,563,563,00563,Scott Nelson,10:35:32 am,1706974531.03,05:09,05:07,11.69,03:12,03:11,18.81,6M~00:30:42~10:40 am,FINISH~02:23:05~12:33 pm,10:09:59 am,M,11,6,SPLIT4,05:09 min/mile,05:07 min/mile,00:05:08.08,00:25:32.34,00:25:32.34,marathon,USA,us,New York,1706956531.03,1706974540_000112,1706974540_000113,55,+00:27.15,,Front Runners New York,7,,5.0
68,00:25:32.35,5M,5M,RM2A7X4R,547,547,00547,Martin Hehir,10:35:32 am,1706974531.04,05:09,05:07,11.67,03:12,03:11,18.78,6M~00:30:36~10:40 am,FINISH~02:20:22~12:30 pm,10:09:59 am,M,1,7,SPLIT4,05:09 min/mile,05:07 min/mile,00:05:08.47,00:25:32.35,00:25:32.35,marathon,USA,us,Crozet,1706956531.04,1706974540_000121,1706974542_000057,56,+00:27.16,,,4,,5.0
69,00:25:32.58,5M,5M,RFJ49CR3,468,468,00468,Chase Weaverling,10:35:32 am,1706974531.27,05:10,05:07,11.63,03:13,03:11,18.71,6M~00:30:37~10:40 am,FINISH~02:17:54~12:27 pm,10:09:59 am,M,13,9,SPLIT4,05:10 min/mile,05:07 min/mile,00:05:09.64,00:25:32.58,00:25:32.58,marathon,USA,us,Boulder,1706956531.27,1706974540_000115,1706985950_000132,57,+00:27.39,,T.E.A.M Boulder,-1,,5.0
70,00:25:32.58,5M,5M,RGFLM6A2,562,562,00562,Weston Strum,10:35:32 am,1706974531.27,05:20,05:07,11.27,03:19,03:11,18.14,6M~00:30:51~10:40 am,FINISH~02:18:53~12:28 pm,10:09:59 am,M,3,6,SPLIT4,05:20 min/mile,05:07 min/mile,00:05:19.45,00:25:32.58,00:25:32.58,marathon,USA,us,San Francisco,1706956531.27,1706974540_000118,1706974540_000119,58,+00:27.39,,Tracksmith,-9,,5.0
71,00:25:32.65,5M,5M,RF2MCKEP,573,573,00573,Medhane Woldu,10:35:32 am,1706974531.34,05:09,05:07,11.68,03:12,03:11,18.80,6M~00:30:38~10:40 am,FINISH~02:24:11~12:34 pm,10:09:59 am,M,11,6,SPLIT4,05:09 min/mile,05:07 min/mile,00:05:08.16,00:25:32.65,00:25:32.65,marathon,USA,us,San Diego,1706956531.34,1706974540_000125,1706974540_000126,59,+00:27.46,,,4,,5.0
72,00:25:32.67,5M,5M,RUPWCRM3,610,610,00610,James Quattlebaum,10:35:32 am,1706974531.36,05:09,05:07,11.67,03:12,03:11,18.78,6M~00:30:36~10:40 am,FINISH~02:21:21~12:31 pm,10:09:59 am,M,14,4,SPLIT4,05:09 min/mile,05:07 min/mile,00:05:08.48,00:25:32.67,00:25:32.67,marathon,USA,us,Greenville,1706956531.36,1706974542_000059,1706974542_000060,60,+00:27.48,,,1,,5.0
73,00:25:33.42,5M,5M,RY7KN9SU,609,609,00609,Joseph Trojan,10:35:33 am,1706974532.11,05:11,05:07,11.60,03:13,03:11,18.67,6M~00:30:36~10:40 am,FINISH~02:26:08~12:36 pm,10:09:59 am,M,14,6,SPLIT4,05:11 min/mile,05:07 min/mile,00:05:10.25,00:25:33.42,00:25:33.42,marathon,USA,us,Minneapolis,1706956532.11,1706974540_000128,1706974540_000129,61,+00:28.23,,Minnesota Distance Elite,-3,,5.0
74,00:25:33.48,5M,5M,RZ4B62PF,473,473,00473,Mason Jones,10:35:33 am,1706974532.17,05:11,05:07,11.60,03:13,03:11,18.66,6M~00:30:37~10:40 am,FINISH~02:21:58~12:31 pm,10:09:59 am,M,11,4,SPLIT4,05:11 min/mile,05:07 min/mile,00:05:10.46,00:25:33.48,00:25:33.48,marathon,USA,us,Colorado Springs,1706956532.17,1706974540_000131,1706974540_000132,62,+00:28.29,,,-5,,5.0
75,00:25:33.49,5M,5M,RTJ9ULXA,477,477,00477,Kevin Koski,10:35:33 am,1706974532.18,05:09,05:07,11.66,03:12,03:11,18.76,6M~00:30:41~10:40 am,FINISH~02:20:34~12:30 pm,10:09:59 am,M,1,6,SPLIT4,05:09 min/mile,05:07 min/mile,00:05:08.80,00:25:33.49,00:25:33.49,marathon,USA,us,Flagstaff,1706956532.18,1706974542_000062,1706974542_000063,63,+00:28.30,,McKirdy Trained,1,,5.0
76,00:25:33.99,5M,5M,RWEAUK9H,439,439,00439,Kevin Lewis,10:35:33 am,1706974532.68,05:11,05:07,11.61,03:13,03:11,18.68,6M~00:30:42~10:40 am,FINISH~02:36:34~12:46 pm,10:09:59 am,M,5,6,SPLIT4,05:11 min/mile,05:07 min/mile,00:05:10.16,00:25:33.99,00:25:33.99,marathon,USA,us,Richfield,1706956532.68,1706974542_000065,1706974542_000066,64,+00:28.80,,Minnesota Distance Elite,-5,,5.0
77,00:25:45.49,5M,5M,RTRFWEPB,512,512,00512,Roman Kirkov,10:35:45 am,1706974544.18,05:11,05:10,11.59,03:13,03:13,18.66,6M~00:30:50~10:40 am,FINISH~02:19:15~12:29 pm,10:09:59 am,M,15,11,SPLIT4,05:11 min/mile,05:10 min/mile,00:05:10.55,00:25:45.49,00:25:45.49,marathon,USA,us,Chehalis,1706956544.18,1706974554_000082,1706985980_000063,65,+00:40.30,,,3,,5.0
78,00:25:45.70,5M,5M,RZ4YF93B,505,505,00505,Tyler Pence,10:35:45 am,1706974544.39,05:11,05:10,11.58,03:14,03:13,18.63,6M~00:30:50~10:40 am,FINISH~02:21:49~12:31 pm,10:09:59 am,M,12,4,SPLIT4,05:11 min/mile,05:10 min/mile,00:05:10.93,00:25:45.70,00:25:45.70,marathon,USA,us,Springfield,1706956544.39,1706974554_000060,1706974556_000076,66,+00:40.51,,,0,,5.0
79,00:25:46.16,5M,5M,R4FNXDCS,550,550,00550,Jake Ritter,10:35:45 am,1706974544.85,05:10,05:10,11.63,03:13,03:13,18.71,6M~00:30:50~10:40 am,FINISH~02:22:58~12:32 pm,10:09:59 am,M,14,6,SPLIT4,05:10 min/mile,05:10 min/mile,00:05:09.63,00:25:46.16,00:25:46.16,marathon,USA,us,Citrus Heights,1706956544.85,1706974554_000063,1706974554_000064,67,+00:40.97,,HOKA Aggie Running Club,7,,5.0
80,00:25:46.49,5M,5M,RJYRAZT6,544,544,00544,Austin Bogina,10:35:46 am,1706974545.18,05:12,05:10,11.55,03:14,03:13,18.58,6M~00:30:59~10:40 am,FINISH~02:24:17~12:34 pm,10:09:59 am,M,2,4,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.78,00:25:46.49,00:25:46.49,marathon,USA,us,Arma,1706956545.18,1706974554_000085,1706974556_000079,68,+00:41.30,,,-3,,5.0
81,00:25:46.72,5M,5M,RN7UCFKJ,429,429,00429,Parker Stinson,10:35:46 am,1706974545.41,05:13,05:10,11.52,03:15,03:13,18.53,6M~00:30:49~10:40 am,FINISH~02:14:52~12:24 pm,10:09:59 am,M,6,15,SPLIT4,05:13 min/mile,05:10 min/mile,00:05:12.60,00:25:46.72,00:25:46.72,marathon,USA,us,Broomfield,1706956545.41,1706974556_000059,1706980068_000046,,,,Saucony,,,5.0
82,00:25:46.74,5M,5M,RLYTMA8G,443,443,00443,Joseph Whelan,10:35:46 am,1706974545.43,05:12,05:10,11.57,03:14,03:13,18.61,6M~00:31:00~10:40 am,FINISH~02:22:37~12:32 pm,10:09:59 am,M,11,8,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.26,00:25:46.74,00:25:46.74,marathon,USA,us,Webster,1706956545.43,1706974554_000088,1706974554_000089,69,+00:41.55,,Tracksmith / Bergen Elite,1,,5.0
83,00:25:46.76,5M,5M,RXMAEH9T,458,458,00458,Tyler McCandless,10:35:46 am,1706974545.45,05:11,05:10,11.58,03:14,03:13,18.64,6M~00:31:00~10:40 am,FINISH~02:23:57~12:33 pm,10:09:59 am,M,10,8,SPLIT4,05:11 min/mile,05:10 min/mile,00:05:10.83,00:25:46.76,00:25:46.76,marathon,USA,us,Fort Collins,1706956545.45,1706974554_000112,1706974556_000081,70,+00:41.57,,rabbitt / Fort Collins Running Club,2,,5.0
84,00:25:46.78,5M,5M,R5MVJ9L4,437,437,00437,Charlie Sweeney,10:35:46 am,1706974545.47,05:12,05:10,11.55,03:14,03:13,18.58,6M~00:30:59~10:40 am,FINISH~02:23:15~12:33 pm,10:09:59 am,M,11,4,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.80,00:25:46.78,00:25:46.78,marathon,USA,us,Boulder,1706956545.47,1706974554_000091,1706974554_000092,71,+00:41.59,,,-2,,5.0
85,00:25:46.81,5M,5M,RJLZBGC4,453,453,00453,Louis Serafini,10:35:46 am,1706974545.50,05:12,05:10,11.54,03:14,03:13,18.57,6M~00:30:59~10:40 am,FINISH~02:17:09~12:27 pm,10:09:59 am,M,10,4,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.92,00:25:46.81,00:25:46.81,marathon,USA,us,Cambridge,1706956545.50,1706974554_000094,1706974554_000095,72,+00:41.62,,,-5,,5.0
86,00:25:46.98,5M,5M,R9SRH8F5,615,615,00615,Lyle O'Brien,10:35:46 am,1706974545.67,05:10,05:10,11.62,03:13,03:13,18.69,6M~00:31:00~10:40 am,FINISH~02:14:29~12:24 pm,10:09:59 am,M,9,12,SPLIT4,05:10 min/mile,05:10 min/mile,00:05:09.94,00:25:46.98,00:25:46.98,marathon,USA,us,Boulder,1706956545.67,1706974554_000097,1706981400_000339,73,+00:41.79,,,4,,5.0
87,00:25:47.41,5M,5M,REHM92TK,476,476,00476,Noah Droddy,10:35:47 am,1706974546.10,05:12,05:10,11.56,03:14,03:13,18.61,6M~00:31:01~10:40 am,FINISH~02:20:11~12:30 pm,10:09:59 am,M,11,11,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.35,00:25:47.41,00:25:47.41,marathon,USA,us,Boulder,1706956546.10,1706974554_000100,1706978302_000298,,,,Salomon / Roots Running Project,,,5.0
88,00:25:47.51,5M,5M,R794DGBL,442,442,00442,Jonathan Phillips,10:35:47 am,1706974546.20,05:12,05:10,11.55,03:14,03:13,18.58,6M~00:31:00~10:40 am,FINISH~02:17:49~12:27 pm,10:09:59 am,M,7,17,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.74,00:25:47.51,00:25:47.51,marathon,USA,us,Brookline,1706956546.20,1706974554_000103,1706985939_000135,74,+00:42.32,,Heartbreakers,-3,,5.0
89,00:25:47.59,5M,5M,RLWBX9TM,454,454,00454,Evan Landes,10:35:47 am,1706974546.28,05:12,05:10,11.56,03:14,03:13,18.61,6M~00:31:00~10:40 am,FINISH~02:25:28~12:35 pm,10:09:59 am,M,3,4,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.31,00:25:47.59,00:25:47.59,marathon,USA,us,Lawrence,1706956546.28,1706974556_000083,1706974556_000084,75,+00:42.40,,,-2,,5.0
90,00:25:47.81,5M,5M,RPMYZF59,492,492,00492,Malcolm Richards,10:35:47 am,1706974546.50,05:11,05:10,11.60,03:13,03:13,18.67,6M~00:30:59~10:40 am,FINISH~02:18:32~12:28 pm,10:09:59 am,M,2,6,SPLIT4,05:11 min/mile,05:10 min/mile,00:05:10.39,00:25:47.81,00:25:47.81,marathon,USA,us,Sacramento,1706956546.50,1706974554_000106,1706974554_000107,76,+00:42.62,,West Valley Track Club,4,,5.0
91,00:25:47.85,5M,5M,R3M7J9KY,462,462,00462,Jonathan Aziz,10:35:47 am,1706974546.54,05:07,05:10,11.76,03:11,03:13,18.93,6M~00:31:00~10:40 am,FINISH~02:17:50~12:27 pm,10:09:59 am,M,2,15,SPLIT4,05:07 min/mile,05:10 min/mile,00:05:06.04,00:25:47.85,00:25:47.85,marathon,USA,us,Colorado Springs,1706956546.54,1706974554_000109,1706985943_000084,77,+00:42.66,,Boulder Track Club,4,,5.0
92,00:25:48.34,5M,5M,RXKLWDZ8,551,551,00551,Tai Smith,10:35:48 am,1706974547.03,05:12,05:10,11.55,03:14,03:13,18.58,6M~00:31:01~10:40 am,FINISH~02:16:54~12:26 pm,10:09:59 am,M,14,12,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.80,00:25:48.34,00:25:48.34,marathon,USA,us,Glendale,1706956547.03,1706974556_000089,1706985933_000110,78,+00:43.15,,,-3,,5.0
93,00:25:48.35,5M,5M,RAK5YLS6,510,510,00510,Julian Heninger,10:35:48 am,1706974547.04,05:12,05:10,11.57,03:14,03:13,18.62,6M~00:31:01~10:40 am,FINISH~02:16:45~12:26 pm,10:09:59 am,M,2,6,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.19,00:25:48.35,00:25:48.35,marathon,USA,us,Portland,1706956547.04,1706974556_000086,1706974556_000087,79,+00:43.16,,Bowerman Track Club,-1,,5.0
94,00:25:49.26,5M,5M,RVRKLPN7,457,457,00457,Kristoffer Mugrage,10:35:48 am,1706974547.95,05:12,05:10,11.54,03:14,03:13,18.57,6M~00:31:00~10:40 am,FINISH~02:23:06~12:33 pm,10:09:59 am,M,1,4,SPLIT4,05:12 min/mile,05:10 min/mile,00:05:11.95,00:25:49.26,00:25:49.26,marathon,USA,us,Alamosa,1706956547.95,1706974558_000061,1706974558_000062,80,+00:44.07,,,-1,,5.0
95,00:25:50.53,5M,5M,RB7H3482,527,527,00527,Spencer Bossi-Johnson,10:35:50 am,1706974549.22,05:14,05:11,11.47,03:15,03:13,18.47,6M~00:31:02~10:40 am,FINISH~02:18:15~12:28 pm,10:09:59 am,M,5,7,SPLIT4,05:14 min/mile,05:11 min/mile,00:05:13.75,00:25:50.53,00:25:50.53,marathon,USA,us,San Diego,1706956549.22,1706974558_000064,1706974558_000065,81,+00:45.34,,Lane Zero Athletics Club,-5,,5.0
96,00:25:54.87,5M,5M,RKDAMT2U,501,501,00501,T-Roy Brown,10:35:54 am,1706974553.56,05:38,05:11,10.66,03:30,03:14,17.15,6M~00:31:37~10:41 am,FINISH~02:24:40~12:34 pm,10:09:59 am,M,10,10,SPLIT4,05:38 min/mile,05:11 min/mile,00:05:37.74,00:25:54.87,00:25:54.87,marathon,USA,us,Bern,1706956553.56,1706974562_000071,1706977555_000277,,,,,,,5.0
97,00:25:58.36,5M,5M,RE2A3GCT,485,485,00485,Kevin Havel,10:35:58 am,1706974557.05,05:21,05:12,11.24,03:20,03:14,18.08,6M~00:31:23~10:41 am,FINISH~02:20:38~12:30 pm,10:09:59 am,M,3,10,SPLIT4,05:21 min/mile,05:12 min/mile,00:05:20.42,00:25:58.36,00:25:58.36,marathon,USA,us,Elmhurst,1706956557.05,1706974566_000066,1706976634_000101,,,,Second City Track Club,,,5.0
98,00:25:59.23,5M,5M,RVNDLBAJ,480,480,00480,Brian Masterson,10:35:58 am,1706974557.92,05:14,05:12,11.47,03:15,03:14,18.46,6M~00:31:15~10:41 am,FINISH~02:17:23~12:27 pm,10:09:59 am,M,16,11,SPLIT4,05:14 min/mile,05:12 min/mile,00:05:13.83,00:25:59.23,00:25:59.23,marathon,USA,us,Seattle,1706956557.92,1706974568_000091,1706979304_000356,,,,,,,5.0
99,00:25:59.36,5M,5M,RRP49DJH,504,504,00504,Michael Blaszczyk,10:35:59 am,1706974558.05,05:14,05:12,11.48,03:15,03:14,18.48,6M~00:31:15~10:41 am,FINISH~02:20:49~12:30 pm,10:09:59 am,M,12,4,SPLIT4,05:14 min/mile,05:12 min/mile,00:05:13.50,00:25:59.36,00:25:59.36,marathon,USA,us,Novi,1706956558.05,1706974566_000088,1706974566_000089,82,+00:54.17,,,11,,5.0
